StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,race,race_10_TEXT,age,gender,edu,usa,eng,rel_aff,rel_aff_13_TEXT,evang,religio,polaff,polaff_4_TEXT,pol_rd,ideo,CN_1,CN_2,CN_3,CN_4,CN_5,CN_6,SLB_12,SLB_11,SLB_10,SLB_9,SLB_8,SLB_7,SLB_6,SLB_5,SLB_4,SLB_3,SLB_2,SLB_1,reflect,manchk,WhiteBias_Concern,RelFreedom_Concern,ChristBias_Concern,AP_THERM._1,AP_ELECT,OCI_1,OCI_2,OCI_3,OCI_4,PBOC_1,PBOC_2,PBOC_3,PBOC_4,Fight4Christian,Fight4White,Fight4Black,Fight4Muslims,Fight4Jews,Fight4NonRelig,Fight4Latin,AP_POLID,AP_GEN_1,AP_IDEO,AP_RACE_1,AP_RELAFF_1,ATTCHK,PQ_RACE_1,PQ_RACE_2,PQ_RACE_3,PQ_LGBT_4,PQ_LGBT_5,PQ_LGBT_6,PQ_REL_7,PQ_REL_8,PQ_REL_9,PQ_REL_10,PQ_REL_11,PQ_N_12,PQ_N_13,PQ_N_14,PQ_N_15,Q114,aid,FL_6_DO,PerceivedBias_DO
2/6/23 13:04,2/6/23 13:11,100,453,1,2/6/23 13:11,EN,0.899999976,1,NA,59,2,5,1,1,1,NA,2,2,3,NA,1,5,7,7,7,7,4,5,7,7,3,3,7,7,5,6,7,6,1,4,The economy is falling apart. It’s not really getting better at the moment. People are working hard but are barely making ends meet.,4,4,4,2,61,4,1,1,1,1,1,4,5,6,7,7,7,7,7,7,7,1,7,7,5,5,7,1,7,7,7,1,1,1,1,1,4,1,6,6,1,5,NA,63e15cf6-787b-a4c8-3ca4-1a6b6a181a90,Condition4:Economy(Control) ,PBW_1|PBRF_1|PBC_1
2/6/23 12:51,2/6/23 13:11,100,1203,1,2/6/23 13:11,EN,1,1,NA,52,2,2,1,1,2,NA,NA,5,2,NA,NA,4,5,5,7,5,5,4,6,6,3,3,5,5,6,6,6,2,4,2,It was a comment from an individual talking about the value in white people not being treated fairly. And why people not having a voice or they would be labeled as racist.,1,7,1,1,52,4,2,3,2,5,2,3,5,5,4,7,4,4,4,3,4,3,6,3,5,4,7,6,6,2,7,4,6,4,4,2,2,4,6,7,1,7,NA,63e159cc-d8b0-e360-ad2e-8fb1eef6423b,Condition1:WhiteBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:02,2/6/23 13:11,100,567,1,2/6/23 13:11,EN,1,1,NA,63,2,6,1,1,11,NA,NA,1,3,NA,2,4,7,7,7,7,4,1,5,5,7,5,1,1,7,7,6,5,1,4,It is a statement of someone who does not agree with having status differences based on skin color. The person says that white people are increasingly forced to fight for their rights.,1,7,1,1,50,5,1,1,1,1,3,5,1,1,7,7,7,7,7,7,7,2,1,2,7,4,7,4,4,4,2,1,1,4,4,4,4,4,4,7,4,4,These questions just proved that for politicians life is black or white and I do not mean the skin color here. Life is more complex and cannot put into schemes like these. Making assumptions about a person just based on one statement is more than just naive.,63e15c73-2668-a1ba-c884-3355805612d9,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:05,2/6/23 13:11,100,346,1,2/6/23 13:11,EN,1,1,NA,27,2,3,1,1,1,NA,2,7,1,NA,NA,7,1,1,1,1,1,1,7,7,1,1,7,1,7,1,7,1,1,1,I have to admit that I did not read the summary due to thinking it was an example,1,1,1,1,21,3,4,4,5,5,6,3,5,5,4,4,4,4,4,4,4,1,7,1,3,6,7,4,4,4,7,7,3,5,5,7,4,7,6,2,4,2,NA,63e15d3e-b7d9-775b-477c-8fe53b94bb08,Condition4:Economy(Control) ,PBRF_1|PBW_1|PBC_1
2/6/23 13:02,2/6/23 13:11,100,541,1,2/6/23 13:11,EN,0.800000012,3,NA,60,2,2,1,1,1,NA,2,5,3,NA,2,4,2,2,6,7,7,7,7,7,4,2,4,6,4,6,6,4,4,4,That this person is concerned with the cost of living,4,4,4,4,50,4,2,2,2,2,4,5,4,4,4,4,4,4,4,4,4,1,6,2,6,4,7,4,4,4,7,5,4,7,7,1,4,7,4,4,1,4,NA,63e15c7c-4a82-694e-b827-d01514f13b17,Condition4:Economy(Control) ,PBRF_1|PBC_1|PBW_1
2/6/23 13:07,2/6/23 13:11,100,286,1,2/6/23 13:11,EN,0.899999976,1,NA,26,2,5,1,1,1,NA,2,2,3,NA,2,4,1,1,4,1,1,7,5,6,3,3,4,4,6,4,5,5,1,1,America can be deeply unjust and unfair,1,5,3,4,19,2,4,4,5,5,5,3,6,6,4,6,4,4,4,5,4,1,6,5,2,5,7,4,4,5,4,6,4,3,6,5,4,7,5,5,5,3,Enjoyed,63e15d3e-4648-935e-e7d5-a8cdafa22200,Condition2:ChristianBias,PBRF_1|PBW_1|PBC_1
2/6/23 13:01,2/6/23 13:11,100,599,1,2/6/23 13:11,EN,1,1,NA,20,2,3,1,1,3,NA,NA,6,3,NA,2,4,3,5,7,6,7,5,6,6,1,4,6,7,5,3,7,6,2,2,"Whoever answered that question does not seem to care about other cultures or other races, especially those who have been discriminated against. It sounds like they only want promotion of European culture rather than hearing about others. One shouldn’t feel inherently guilty for being white, but one should recognize the privileges that come with being white.",1,7,1,1,0,1,6,6,6,6,5,1,7,6,2,7,1,1,2,1,1,1,6,7,7,3,7,1,1,1,1,1,1,1,6,4,6,4,2,2,1,2,NA,63e15c75-a029-d0c0-f08c-76c0eef785e3,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:03,2/6/23 13:12,100,516,1,2/6/23 13:12,EN,0.899999976,1,NA,46,2,2,1,1,1,NA,2,5,1,NA,NA,7,7,7,7,7,7,7,6,4,7,7,4,4,7,7,4,4,7,4,I wholeheartedly agree with this statement and do believe that this is the most important and accurate statement,1,4,4,4,50,6,1,4,1,1,4,7,1,7,7,5,5,4,5,5,5,1,4,7,4,7,7,4,1,4,4,1,1,4,7,7,4,7,1,7,1,1,NA,63e15cd9-a0f7-6417-69e3-952235dd5b2e,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:05,2/6/23 13:12,100,393,1,2/6/23 13:12,EN,0.899999976,1,NA,54,2,2,2,1,1,NA,2,2,4,None,NA,4,4,6,6,6,4,4,7,7,1,1,4,4,4,4,6,4,1,1,It's about how Christianity has been removed from everyday life.,1,4,4,4,51,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,63e15d31-cc0c-e8fe-b20e-f2803cc16358,Condition2:ChristianBias,PBRF_1|PBW_1|PBC_1
2/6/23 13:00,2/6/23 13:12,100,717,1,2/6/23 13:12,EN,1,1,NA,49,1,1,1,1,12,NA,NA,1,3,NA,1,1,1,6,6,7,7,1,6,1,6,2,6,6,2,2,6,2,2,7,I don't think anything is fair and just in this country,1,1,1,1,47,2,2,2,2,2,2,2,2,6,2,2,4,4,4,4,4,2,4,2,5,4,6,4,4,4,4,4,4,4,4,4,4,3,4,1,2,1,NA,63e15bd7-0a15-21f7-97a9-f0835b229659,Condition2:ChristianBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:02,2/6/23 13:12,100,565,1,2/6/23 13:12,EN,1,1,NA,47,2,3,1,1,1,NA,2,3,3,NA,1,3,5,6,5,7,7,3,6,6,4,4,1,1,7,7,2,4,5,4,Decision about America ethnics and advancements.,1,3,3,4,26,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,7,2,2,2,4,1,1,4,4,4,4,4,2,6,4,2,Nothing,63e15cba-18c0-564d-1588-2ee174fe4b0d,Condition4:Economy(Control) ,PBW_1|PBRF_1|PBC_1
2/6/23 13:03,2/6/23 13:12,100,523,1,2/6/23 13:12,EN,1,1,NA,27,1,2,1,1,1,NA,1,7,1,NA,NA,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,5,7,I don't really have any input I only focus on myself,1,7,7,7,75,6,4,4,4,7,5,5,4,5,7,7,7,7,7,7,1,1,6,2,7,5,7,7,5,7,1,7,7,7,7,7,7,7,5,7,5,1,NA,63e15ca7-b54f-fb99-36ff-94dde16d4370,Condition3:ReligiousFreedom,PBRF_1|PBC_1|PBW_1
2/6/23 12:58,2/6/23 13:12,100,813,1,2/6/23 13:12,EN,0.899999976,1,NA,65,2,6,1,1,1,NA,1,4,1,NA,NA,4,6,6,6,6,6,6,6,6,3,3,5,5,6,6,5,3,3,4,That religious freedom needs to be restored to America. We must take action to retore our principals which include religious freedom.,1,3,7,7,71,5,1,1,1,5,3,3,2,6,7,7,7,4,7,4,7,1,7,7,4,7,7,5,3,5,3,3,2,5,5,2,5,2,2,6,2,2,Interesting survey! Made me think and soul search.,63e159ea-afed-1149-2316-71af4e0737fb,Condition3:ReligiousFreedom,PBC_1|PBRF_1|PBW_1
2/6/23 13:02,2/6/23 13:12,100,581,1,2/6/23 13:12,EN,1,1,NA,68,2,5,1,1,3,NA,NA,4,2,NA,NA,2,3,4,5,4,4,4,5,6,4,3,6,6,5,5,6,5,2,4,People feel they are being discriminated against because of their religious beliefs.,1,4,6,6,52,4,2,2,2,5,4,3,4,3,7,6,6,6,6,6,6,4,6,6,5,7,7,6,4,5,7,4,6,7,7,2,4,2,4,6,4,2,NA,63e15ca7-8a49-088d-b823-aa218638c63e,Condition2:ChristianBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:06,2/6/23 13:12,100,350,1,2/6/23 13:12,EN,0.899999976,1,NA,37,2,4,1,1,11,NA,NA,2,3,NA,1,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,Nothing to say,1,4,4,4,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,63e15d51-944b-bbc1-811c-a3a4c0f9700f,Condition2:ChristianBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:02,2/6/23 13:12,100,608,1,2/6/23 13:12,EN,1,1,NA,53,2,3,1,1,1,NA,2,5,1,NA,NA,5,4,4,6,4,4,6,6,7,3,2,6,6,4,5,7,7,2,4,That we need to take back the American economy and make better living conditions fair to everyone.,1,1,4,2,79,7,1,4,1,6,5,6,6,4,4,4,7,4,4,4,7,1,3,5,2,5,7,7,7,7,5,3,6,4,4,4,3,6,6,5,5,7,NA,63e15c91-b6b4-050a-d0e6-cec70f6146e5,Condition4:Economy(Control) ,PBRF_1|PBW_1|PBC_1
2/6/23 13:04,2/6/23 13:12,100,456,1,2/6/23 13:12,EN,1,1,NA,79,2,3,1,1,2,NA,NA,6,3,NA,2,4,1,1,4,3,4,4,5,5,3,3,5,5,4,4,6,6,1,4,That people can't talk about being white and p,1,5,4,5,NA,3,4,4,4,5,3,3,5,5,7,7,1,1,1,2,1,1,7,7,7,7,7,3,2,1,1,1,1,1,7,4,6,1,3,2,7,1,NA,63e15d25-9246-6b7a-d2ad-dd6311370813,Condition1:WhiteBias,PBRF_1|PBW_1|PBC_1
2/6/23 13:03,2/6/23 13:12,100,531,1,2/6/23 13:12,EN,0.899999976,1,NA,64,1,5,1,1,2,NA,NA,4,1,NA,NA,7,7,7,7,7,7,4,4,1,7,7,1,1,1,1,1,1,7,4,THE ANTI- WHITE MOVEMENT IN THE COUNTRY MUST COME TO AN END ASAP,1,1,7,7,100,7,1,1,1,1,1,7,4,4,7,7,7,7,7,7,7,1,4,7,4,4,7,1,1,7,4,1,1,1,7,7,7,1,1,4,1,1,NA,63e15cd3-d76a-200f-d996-864e5a1e00f2,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1
2/6/23 13:06,2/6/23 13:12,100,385,1,2/6/23 13:12,EN,0.899999976,1,NA,23,2,2,1,1,1,NA,2,3,1,NA,NA,2,5,5,4,4,4,4,4,4,7,7,6,6,3,3,6,6,2,2,They feel people feel bias about christianity. And that the values have been lost and are no longer respected. They want to stop it before it gets worse for our country.,1,7,7,7,81,4,2,2,2,2,5,6,5,4,7,4,7,5,6,6,6,2,7,3,4,4,7,7,6,6,6,5,5,4,4,4,4,4,4,6,5,6,NA,63e15c6e-1ded-432c-65a8-bf8c9aa9cd70,Condition2:ChristianBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:04,2/6/23 13:12,100,498,1,2/6/23 13:12,EN,1,1,NA,74,1,3,1,1,3,NA,NA,2,2,NA,NA,7,4,4,4,4,5,4,5,5,3,4,1,3,6,6,1,2,6,5,religion people are being rejected by some,1,7,6,6,92,7,1,5,1,3,5,6,5,6,7,7,7,7,7,7,7,2,7,1,5,7,7,7,7,7,7,7,7,4,4,4,4,6,1,5,1,1,NA,63e15d02-fbe4-7371-767e-291d55f729b5,Condition3:ReligiousFreedom,PBRF_1|PBC_1|PBW_1
2/6/23 13:05,2/6/23 13:12,100,463,1,2/6/23 13:12,EN,1,1,NA,77,1,3,1,1,1,NA,1,5,1,NA,NA,7,5,5,7,7,5,4,5,5,5,3,5,5,6,7,3,2,4,5,I’m 77 years old and have felt that bias against Christians getting progressively worse over the last 10 years and it’s really sad in my opinion.,1,4,7,7,81,6,1,4,1,3,3,5,5,4,7,7,7,7,7,7,7,1,4,6,4,7,7,3,1,5,3,1,1,5,5,3,5,1,1,7,1,1,No,63e15d0e-eaf7-3e39-d18e-02f5c521e80e,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:08,2/6/23 13:12,100,252,1,2/6/23 13:12,EN,0.899999976,1,NA,32,1,2,1,1,3,NA,NA,6,2,NA,NA,6,6,7,7,6,7,1,6,2,6,7,1,2,6,6,6,7,2,1,It was about Interviewing and my political beliefs,1,6,6,4,86,6,6,7,6,6,2,2,6,6,6,6,6,4,2,3,4,2,5,6,5,5,7,2,2,6,6,7,6,1,7,2,2,6,6,6,7,2,Great survey,63e15de1-17fe-a924-eca7-0835b6b11410,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:05,2/6/23 13:12,100,474,1,2/6/23 13:13,EN,1,1,NA,35,1,6,1,1,1,NA,1,7,2,NA,NA,1,7,7,7,7,7,2,1,5,2,7,5,5,5,5,6,6,2,5,"believe that one of the most pressing issues our community is facing is the assault on religious freedom. Our country was founded upon principles of religious freedom, but now it's a sin to even live life according to one's religious beliefs. Religious people all around the country feel like they must abstain from practicing their faith in public, or else they will be punished by others. We need to take concrete actions now to stop these attacks on religious freedom.",1,7,7,7,100,7,1,1,1,1,1,7,1,1,7,7,7,7,7,7,7,2,7,1,7,7,7,6,6,6,7,7,3,6,7,6,6,7,6,7,2,6,This survey was lovely,63e15c8e-5919-af5c-e19e-2dbc2f81fe14,Condition3:ReligiousFreedom,PBRF_1|PBC_1|PBW_1
2/6/23 13:06,2/6/23 13:13,100,386,1,2/6/23 13:13,EN,1,1,NA,44,1,5,1,1,1,NA,2,3,2,NA,NA,1,1,1,1,1,1,7,6,4,2,5,2,2,6,7,4,4,2,4,Values are important,1,5,4,6,31,4,5,5,5,4,2,4,5,5,7,7,1,1,1,4,1,1,7,7,7,7,7,2,2,2,2,2,2,2,6,1,6,1,2,2,2,1,NA,63e15d87-703b-c516-319f-0a54510dbd9f,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:05,2/6/23 13:13,100,482,1,2/6/23 13:13,EN,0.899999976,1,NA,39,1,2,1,1,1,NA,1,5,3,NA,2,4,3,4,4,4,2,2,4,4,2,5,3,5,4,4,3,4,3,3,I think real hard about what I need to remember and,3,4,2,3,49,3,3,5,4,2,4,4,2,2,3,4,5,6,7,3,4,2,5,4,5,3,3,4,3,6,4,2,2,3,6,4,4,4,5,1,6,3,Don’t cat oiittttt,63e15d0e-1be5-7b8a-9236-ae98ccc6f936,Condition4:Economy(Control) ,PBC_1|PBW_1|PBRF_1
2/6/23 13:02,2/6/23 13:13,100,643,1,2/6/23 13:13,EN,0.899999976,1,NA,43,2,2,1,1,1,NA,1,7,1,NA,NA,1,6,7,6,7,7,2,5,3,5,5,4,4,5,5,4,4,5,5,It's about white people not being able to talk about European heritage,1,4,4,4,79,4,2,2,2,4,4,4,2,2,4,4,4,4,4,4,4,1,5,1,7,4,7,5,3,4,4,4,5,3,5,4,4,3,5,5,3,5,NA,63e15c6d-2eb0-93fd-db43-490d9cc39fd2,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:04,2/6/23 13:13,100,504,1,2/6/23 13:13,EN,0.899999976,1,NA,43,1,5,1,1,1,NA,1,5,1,NA,NA,6,1,5,4,6,4,5,3,5,5,6,2,3,7,7,4,1,3,3,People are struggling mightily with their finances.,1,1,1,1,54,5,2,4,2,2,2,5,2,2,4,4,4,4,4,4,4,1,4,5,4,4,7,2,2,4,6,2,2,4,4,5,2,4,3,5,4,4,NA,63e15cfe-156f-385e-363e-ee1204292ca9,Condition4:Economy(Control) ,PBW_1|PBRF_1|PBC_1
2/6/23 13:05,2/6/23 13:13,100,490,1,2/6/23 13:13,EN,1,1,NA,66,2,5,1,1,3,NA,NA,4,3,NA,2,4,3,3,6,6,4,5,6,6,2,5,3,3,6,6,6,5,3,5,"The writer is called ncerned about the treatment of religious people, their freedom and values. Wants to change that.",1,3,7,6,20,4,4,5,4,3,3,3,5,3,7,6,5,4,3,3,4,1,6,6,4,7,7,5,4,4,3,2,2,2,6,3,4,3,4,4,2,3,NA,63e15d3b-3755-860c-018b-4ad926210256,Condition3:ReligiousFreedom,PBC_1|PBW_1|PBRF_1
2/6/23 13:01,2/6/23 13:13,100,728,1,2/6/23 13:13,EN,1,1,NA,73,2,3,1,1,2,NA,NA,4,3,NA,1,5,3,5,5,5,4,3,5,5,2,3,5,5,5,5,4,4,4,4,The interview addresses the fear of censorship that people in the U.S. have of stating their religious beliefs.,1,2,6,6,85,4,1,5,5,1,1,4,5,2,6,5,5,5,5,5,5,1,6,5,4,4,7,4,4,4,4,4,4,5,5,2,2,4,4,4,4,4,NA,63e15c22-c5b4-ac21-8485-29fdc32ce1ff,Condition3:ReligiousFreedom,PBC_1|PBRF_1|PBW_1
2/6/23 12:59,2/6/23 13:13,100,821,1,2/6/23 13:13,EN,0.899999976,1,NA,19,2,2,1,1,1,NA,2,5,2,NA,NA,2,2,4,5,4,6,5,6,7,1,1,6,5,4,3,6,5,6,6,I do not agree with the statement,1,6,7,6,18,1,7,7,6,7,6,1,7,7,1,3,1,3,1,1,1,3,7,1,5,2,7,3,3,6,7,7,1,1,1,1,3,2,6,5,6,7,NA,63e15be2-e7c5-a096-434e-dad2ccc32cdd,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:01,2/6/23 13:13,100,735,1,2/6/23 13:13,EN,1,1,NA,54,2,2,1,1,1,NA,2,5,2,NA,NA,4,2,2,4,6,2,6,6,4,4,4,5,5,4,5,5,4,2,5,The person is advocating speaking out on being Christian and wants the nation to feel it's okay to do so.,1,2,7,7,70,4,2,5,2,5,4,4,5,5,7,7,4,1,1,1,1,1,7,7,7,7,7,3,2,4,2,2,2,2,6,2,6,2,6,6,2,2,NA,63e15c57-7cab-afc9-6ff4-f501432cafb0,Condition2:ChristianBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:05,2/6/23 13:13,100,489,1,2/6/23 13:13,EN,0.899999976,1,NA,61,2,2,1,1,1,NA,1,5,1,NA,NA,7,7,7,7,7,7,1,5,4,5,5,1,1,7,7,1,1,7,7,"
that Christians are being persecuted",1,1,7,7,100,7,1,5,1,7,4,4,7,5,7,7,7,4,7,7,7,1,4,7,4,7,7,4,1,6,1,1,1,1,7,1,5,1,4,4,4,4,NA,63e15d22-8ef8-b8e4-d90a-8d8c28a2d762,Condition2:ChristianBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:02,2/6/23 13:13,100,689,1,2/6/23 13:13,EN,0.899999976,1,NA,36,2,1,1,1,1,NA,2,3,3,NA,2,4,4,4,4,4,4,4,5,5,3,5,5,5,3,4,5,5,3,4,The survey was based on political things and religious and ethnic issues.,1,4,4,4,50,5,4,4,3,5,4,5,3,4,4,4,4,4,4,4,4,3,3,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,63e15c6e-1e13-69a6-8605-e2b3eec4ba1d,Condition4:Economy(Control) ,PBC_1|PBRF_1|PBW_1
2/6/23 13:07,2/6/23 13:13,100,377,1,2/6/23 13:13,EN,1,1,NA,66,2,3,1,1,2,NA,NA,4,1,NA,NA,6,6,5,6,6,6,4,5,4,6,4,4,5,6,6,4,4,4,4,Our rotten economy,4,3,3,3,47,3,4,5,2,4,4,4,4,4,3,2,2,1,4,4,4,2,3,2,4,4,7,4,4,4,5,4,4,5,2,3,3,6,4,4,4,6,NA,63e15da9-269f-1407-3bc8-5a860a85c808,Condition4:Economy(Control) ,PBW_1|PBC_1|PBRF_1
2/6/23 12:57,2/6/23 13:13,100,1003,1,2/6/23 13:13,EN,1,1,NA,68,1,3,1,1,1,NA,2,6,3,NA,1,5,7,7,7,7,7,5,5,5,4,5,4,3,7,7,5,1,1,4,A candidate gave their thoughts on religious discrimination against Christians,1,2,7,7,100,7,1,4,1,4,4,7,4,1,7,7,7,7,7,7,7,1,4,6,4,6,7,5,4,5,7,1,1,7,7,4,4,4,4,7,1,1,Na,63e15b28-3711-e9ce-8185-b2b5a25bd8b9,Condition2:ChristianBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:07,2/6/23 13:13,100,400,1,2/6/23 13:13,EN,1,1,NA,65,1,5,1,1,2,NA,NA,4,2,NA,NA,3,1,1,2,2,1,7,5,5,5,5,5,5,6,6,5,5,2,3,white people feel discriminated against and feel guilty for their privilege,1,6,3,4,8,4,6,6,6,6,6,2,6,6,4,6,1,2,2,2,1,1,6,6,6,6,7,2,1,2,2,1,1,2,5,2,6,1,2,3,1,2,NA,63e15d90-4d5f-1c92-dd93-2d89637d9f42,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1
2/6/23 13:11,2/6/23 13:13,100,148,1,2/6/23 13:13,EN,0.800000012,1,NA,23,1,2,1,1,1,NA,2,6,1,NA,NA,4,6,6,2,2,6,5,6,3,4,6,6,5,7,5,6,5,6,7,The first time you were able and I didn’t have a chance I just wanted you know I,2,5,5,2,72,2,6,5,5,7,6,7,6,5,5,2,5,6,7,4,5,1,4,3,7,5,6,2,1,5,6,2,6,7,2,5,6,5,6,5,2,6,NA,63e15e9e-3479-ef22-0000-f62a0f37a41e,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1
2/6/23 13:08,2/6/23 13:13,100,315,1,2/6/23 13:13,EN,0.899999976,1,NA,27,1,2,1,1,2,NA,NA,7,1,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,It's true because most of the problem today is lack of religion,1,7,7,7,77,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,It was a great survey,63e15c42-4625-8fb3-db6a-eda636c46e8f,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1
2/6/23 13:04,2/6/23 13:13,100,569,1,2/6/23 13:13,EN,0.899999976,1,NA,52,1,6,1,1,1,NA,2,7,3,NA,2,5,7,7,7,6,6,3,5,5,3,5,6,6,7,7,3,3,5,5,À candidate running for office is trying to level the playing field.,1,1,2,1,30,4,4,2,2,5,3,4,3,3,4,3,6,5,4,2,6,2,2,1,3,4,7,7,7,7,7,7,7,3,3,6,1,7,7,7,4,6,NA,63e15ce2-8ee8-2821-511f-219772c99056,Condition4:Economy(Control) ,PBW_1|PBRF_1|PBC_1
2/6/23 13:06,2/6/23 13:13,100,445,1,2/6/23 13:14,EN,1,1,NA,71,2,3,1,1,3,NA,NA,5,2,NA,NA,3,4,4,5,5,6,5,5,7,2,3,4,5,4,6,5,4,4,5,Christians feel like they can’t speak out without prejudice,1,4,4,4,67,4,3,5,3,5,5,3,6,6,7,7,3,1,1,1,1,4,7,4,7,7,7,4,5,5,2,2,2,1,7,7,1,1,4,4,4,7,NA,63e15d8d-6e3d-5845-653f-a809b125a751,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1
2/6/23 13:08,2/6/23 13:14,100,336,1,2/6/23 13:14,EN,0.899999976,1,NA,48,1,5,1,1,6,NA,NA,1,1,NA,NA,7,6,7,6,6,7,6,6,7,6,7,6,7,6,7,6,7,6,7,White people are now being discriminated on and it is very fristursting,1,4,4,5,55,6,2,3,1,3,2,4,5,4,4,7,4,4,7,6,4,1,7,7,7,3,7,4,3,5,4,4,4,2,3,4,3,4,5,4,4,5,I enjoyed this survey,63e15df3-8ce4-7a0f-af93-4a7841272605,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:08,2/6/23 13:14,100,325,1,2/6/23 13:14,EN,0.899999976,3,NA,44,2,3,1,1,3,NA,NA,5,1,NA,NA,6,5,5,5,5,5,5,3,5,5,5,3,3,6,5,5,5,4,5,They people can advance if they try and apply themselves,2,5,5,4,73,5,2,4,3,4,4,5,4,5,5,5,4,4,4,4,4,2,5,4,5,5,7,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,I found it interesting,63e15e23-4ca0-019a-16c2-30bde1f39d68,Condition4:Economy(Control) ,PBRF_1|PBW_1|PBC_1
2/6/23 13:07,2/6/23 13:14,100,370,1,2/6/23 13:14,EN,0.899999976,1,NA,43,1,2,1,1,1,NA,2,2,3,NA,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,It was about God so I didn't read it,1,4,4,4,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,63e15daa-644f-07da-0520-3cb5460e605b,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1
2/6/23 13:04,2/6/23 13:14,100,600,1,2/6/23 13:14,EN,NA,1,NA,40,1,5,1,1,1,NA,1,7,2,NA,NA,6,2,5,2,7,7,2,2,2,2,7,5,6,7,6,7,4,2,6,"A political candidate being interviewed about his manifesto if elected, which he answered with strengthening of America economy",1,1,1,1,52,7,1,1,1,1,4,7,1,1,1,4,4,4,4,4,4,2,7,7,7,4,7,1,6,6,4,4,4,4,4,4,4,4,6,7,4,5,NA,63e15ca5-326e-c12d-edf9-e72393e2ea76,Condition4:Economy(Control) ,PBC_1|PBRF_1|PBW_1
2/6/23 13:04,2/6/23 13:14,100,565,1,2/6/23 13:14,EN,1,1,NA,66,2,2,1,1,1,NA,2,7,3,NA,1,7,7,7,7,7,5,4,5,3,6,4,1,3,6,6,2,2,5,6,White people are treated as pariahs in this country,1,4,1,1,50,3,2,5,2,5,5,3,5,5,4,4,5,3,5,4,4,3,4,5,5,4,7,3,2,3,3,1,1,5,5,3,3,4,4,5,3,3,NA,63e15cf9-26a4-935e-6aad-1e584873dd6a,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1
2/6/23 13:06,2/6/23 13:14,100,447,1,2/6/23 13:14,EN,0.899999976,3,NA,26,2,5,1,1,3,NA,NA,7,1,NA,NA,7,7,7,6,7,7,2,2,6,4,6,4,3,3,3,4,2,5,5,I had no interview expert to read,4,4,6,6,88,6,4,2,5,5,5,6,6,4,5,7,6,6,5,2,1,1,4,7,5,6,6,5,2,2,4,6,3,4,7,5,4,1,5,2,3,4,NA,63e15d83-9bd4-5791-0f86-d08a5111e45f,Condition4:Economy(Control) ,PBW_1|PBRF_1|PBC_1
