StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,race,race_10_TEXT,age,gender,edu,usa,eng,rel_aff,rel_aff_13_TEXT,evang,religio,polaff,polaff_4_TEXT,pol_rd,ideo,manchk_wb,manchk2_wb,manchk_cb,manchk2_cb,manchk_ec,Q128,WhiteBias_Concern1,WhiteBias_Concern2,ChristianBias_Concern1,ChristianBias_Concern2,BlackBias_Concern1,BlackBias_Concern2,AP_1_1,AP_2,AP_3,AP_5_1,AP_6_1,AP_7,OCI_1,OCI_2,OCI_3,OCI_4,Fight4Christians,Fight4White,Fight4Black,Fight4Muslims,Fight4Jews,Fight4Atheists,Fight4Latin,wcp_1_1,wcp_2,wcp_3,wcp_4,wcp_5,wcp_6,FL_6_DO,Condition_Christ,Condition_White,Condition
4/21/23 19:25,4/21/23 19:29,100,203,1,4/21/23 19:29,EN,0.899999976,2,NA,34,2,5,1,1,1,NA,2,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,7,7,7,1,1,0,7,1,7,7,1,7,7,7,6,7,7,1,1,1,1,1,100,7,7,7,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 19:27,4/21/23 19:33,100,361,1,4/21/23 19:33,EN,0.899999976,2,NA,24,1,2,1,1,2,NA,NA,6,1,NA,NA,6,NA,NA,1,NA,NA,NA,1,1,7,7,1,2,30,7,1,7,7,1,2,6,1,5,7,6,1,1,1,1,1,100,7,4,4,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 19:24,4/21/23 19:33,100,587,1,4/21/23 19:33,EN,1,2,NA,42,1,2,1,1,1,NA,2,7,2,NA,NA,4,1,NA,NA,NA,NA,NA,7,7,1,1,1,1,0,7,1,7,1,1,6,7,7,7,1,7,1,1,1,3,1,100,7,7,7,1,1,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 19:30,4/21/23 19:36,100,342,1,4/21/23 19:36,EN,1,2,NA,37,2,6,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,NA,NA,1,NA,4,5,5,5,4,4,70,4,2,5,4,5,2,3,2,4,5,5,4,4,4,3,4,70,5,4,5,5,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 19:16,4/21/23 19:36,100,1213,1,4/21/23 19:36,EN,1,2,NA,33,1,3,1,1,1,NA,1,5,1,NA,NA,5,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,61,5,3,5,6,5,3,5,4,5,5,5,3,3,3,5,4,59,5,5,2,5,5,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 19:30,4/21/23 19:37,100,381,1,4/21/23 19:37,EN,0.800000012,2,NA,28,1,3,1,1,1,NA,2,3,2,NA,NA,3,NA,NA,NA,NA,1,NA,1,4,1,4,1,4,60,5,1,5,4,4,1,1,1,1,2,2,2,2,4,2,2,42,4,2,4,2,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 19:25,4/21/23 19:38,100,770,1,4/21/23 19:38,EN,0.899999976,2,NA,39,2,5,1,1,11,NA,NA,3,2,NA,NA,2,NA,NA,1,NA,NA,NA,6,6,6,6,3,3,57,2,2,6,7,4,3,3,5,4,7,6,3,3,4,3,3,86,7,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 19:37,4/21/23 19:41,100,232,1,4/21/23 19:41,EN,1,2,NA,30,2,3,1,1,1,NA,2,4,2,NA,NA,4,NA,NA,1,NA,NA,NA,4,4,5,5,3,4,37,4,1,5,4,4,4,5,3,4,5,3,4,2,3,4,3,51,5,4,5,4,3,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 19:34,4/21/23 19:41,100,399,1,4/21/23 19:41,EN,0.899999976,2,NA,42,2,3,1,1,1,NA,1,6,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,7,5,5,1,1,30,7,1,7,6,3,6,6,1,7,6,7,1,1,2,3,1,60,6,7,7,6,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 19:40,4/21/23 19:44,100,208,1,4/21/23 19:44,EN,1,2,NA,49,2,4,1,1,3,NA,NA,3,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,1,7,2,1,1,0,7,1,7,7,3,3,7,2,7,4,7,1,1,1,1,1,95,6,7,7,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 19:44,4/21/23 19:47,100,197,1,4/21/23 19:47,EN,0.899999976,2,NA,21,1,3,1,1,1,NA,2,4,2,NA,NA,4,NA,NA,NA,NA,1,NA,6,5,3,3,4,4,77,5,1,6,5,4,2,5,1,5,6,3,5,3,4,1,5,49,5,5,5,5,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 19:42,4/21/23 19:47,100,329,1,4/21/23 19:47,EN,1,2,NA,28,1,2,1,1,1,NA,2,3,2,NA,NA,4,NA,NA,1,NA,NA,NA,4,5,7,6,2,3,40,6,2,7,7,3,2,3,2,3,7,4,2,1,1,1,1,100,7,4,5,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 19:40,4/21/23 19:47,100,442,1,4/21/23 19:47,EN,1,2,NA,37,2,4,1,1,1,NA,2,4,2,NA,NA,4,NA,NA,NA,NA,4,1,7,4,5,5,5,4,60,5,1,6,5,5,4,5,5,6,7,7,7,7,7,1,7,54,4,5,3,5,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 19:45,4/21/23 19:48,100,187,1,4/21/23 19:48,EN,1,2,NA,29,1,5,1,1,1,NA,1,5,2,NA,NA,2,1,NA,NA,NA,NA,NA,7,6,4,5,1,1,11,7,1,7,5,3,6,6,6,7,5,6,2,4,6,3,4,33,5,5,6,6,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 19:47,4/21/23 19:52,100,310,1,4/21/23 19:52,EN,1,2,NA,59,1,4,1,1,2,NA,NA,4,2,NA,NA,2,1,NA,NA,NA,NA,NA,5,5,3,4,2,2,10,7,1,7,2,5,6,4,4,5,4,7,1,1,1,1,1,75,5,5,5,4,5,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 19:47,4/21/23 19:54,100,415,1,4/21/23 19:54,EN,1,2,NA,36,1,2,1,1,1,NA,1,4,2,NA,NA,1,NA,NA,NA,NA,1,NA,4,4,5,4,2,2,41,5,1,6,7,4,2,3,2,3,5,6,2,1,1,1,1,90,6,6,5,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 19:48,4/21/23 19:55,100,426,1,4/21/23 19:55,EN,1,2,NA,56,2,5,1,1,1,NA,2,3,2,NA,NA,3,NA,NA,1,NA,NA,NA,2,3,2,2,1,1,29,3,2,5,4,3,5,6,5,6,2,4,1,1,1,1,1,61,3,3,2,2,2,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 19:54,4/21/23 19:57,100,174,1,4/21/23 19:57,EN,1,2,NA,38,2,5,1,1,1,NA,2,5,2,NA,NA,1,NA,NA,1,NA,NA,NA,6,5,7,7,1,1,1,7,1,7,7,5,4,5,5,6,7,7,1,1,1,1,1,93,7,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 19:54,4/21/23 19:58,100,227,1,4/21/23 19:58,EN,1,2,NA,35,3,5,1,1,2,NA,NA,6,2,NA,NA,2,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,50,4,2,4,4,4,1,1,1,1,4,4,4,4,4,4,4,50,4,4,4,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 20:02,4/21/23 20:07,100,298,1,4/21/23 20:07,EN,1,2,NA,20,2,3,1,1,1,NA,2,2,2,NA,NA,4,NA,NA,NA,NA,1,NA,5,6,5,6,6,6,50,6,2,5,4,4,2,5,2,4,4,4,4,4,4,4,4,62,4,4,4,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 19:32,4/21/23 20:08,100,2151,1,4/21/23 20:08,EN,1,2,NA,25,1,5,1,1,1,NA,2,2,2,NA,NA,3,NA,NA,1,NA,NA,NA,2,5,7,6,5,3,40,3,1,6,7,2,3,5,2,7,7,6,3,1,1,1,4,100,7,5,5,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 20:00,4/21/23 20:13,100,752,1,4/21/23 20:13,EN,0.800000012,2,NA,50,1,5,1,1,1,NA,2,6,1,NA,NA,7,1,NA,NA,NA,NA,NA,7,6,7,6,1,2,41,7,1,7,5,4,2,5,6,7,4,7,1,2,2,2,3,100,3,7,7,3,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 20:07,4/21/23 20:15,100,503,1,4/21/23 20:15,EN,0.899999976,2,NA,49,1,5,2,1,2,NA,NA,6,2,NA,NA,6,NA,NA,NA,NA,1,NA,1,2,2,2,2,2,90,4,2,4,4,6,1,1,2,1,2,2,2,2,2,2,2,85,6,2,2,2,2,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 20:12,4/21/23 20:16,100,257,1,4/21/23 20:16,EN,0.899999976,2,NA,34,2,2,1,1,1,NA,1,7,3,NA,1,6,1,NA,NA,NA,NA,NA,6,5,4,3,2,2,28,7,1,7,5,2,5,7,7,7,4,6,2,1,3,1,2,60,6,6,5,3,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 20:12,4/21/23 20:17,100,311,1,4/21/23 20:17,EN,1,2,NA,39,1,6,1,1,1,NA,1,3,2,NA,NA,4,NA,NA,1,NA,NA,NA,6,7,7,7,6,7,96,7,3,2,7,5,1,5,5,5,6,6,6,6,6,4,6,100,6,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 20:16,4/21/23 20:19,100,172,1,4/21/23 20:19,EN,1,2,NA,45,1,3,1,1,1,NA,2,7,4,neutral,NA,4,NA,NA,NA,NA,1,NA,3,2,2,2,2,2,29,6,1,5,5,5,2,3,1,2,3,5,3,1,2,1,1,78,6,5,6,5,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 20:14,4/21/23 20:19,100,338,1,4/21/23 20:19,EN,1,2,NA,59,2,3,1,1,1,NA,2,6,3,NA,2,5,NA,NA,1,NA,NA,NA,4,5,4,5,2,2,81,7,1,6,3,4,2,3,2,5,7,5,2,1,1,1,2,81,5,7,6,4,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 20:01,4/21/23 20:28,100,1618,1,4/21/23 20:28,EN,1,2,NA,27,2,2,1,1,1,NA,2,4,4,Not applicable,NA,4,NA,NA,1,NA,NA,NA,7,7,5,5,3,3,60,6,4,6,4,6,2,2,2,2,4,6,3,5,7,1,3,79,7,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 20:27,4/21/23 20:30,100,163,1,4/21/23 20:30,EN,0.899999976,2,NA,22,2,5,1,1,1,NA,2,2,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,7,7,7,1,1,0,7,1,7,7,1,6,7,6,7,6,7,1,1,1,1,1,70,4,7,7,6,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 20:27,4/21/23 20:30,100,222,1,4/21/23 20:30,EN,1,2,NA,54,1,2,1,1,1,NA,2,7,2,NA,NA,6,NA,NA,NA,NA,1,NA,6,6,4,4,2,1,9,7,1,7,4,4,5,6,5,4,7,5,7,5,7,2,7,94,6,6,6,7,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 20:26,4/21/23 20:30,100,263,1,4/21/23 20:30,EN,1,2,NA,34,1,5,1,1,1,NA,2,3,3,NA,2,3,NA,NA,1,NA,NA,NA,4,5,4,6,2,2,20,7,1,7,7,2,1,1,2,6,7,5,2,1,1,1,2,100,6,5,6,5,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 20:22,4/21/23 20:36,100,807,1,4/21/23 20:36,EN,1,2,NA,53,1,2,1,1,2,NA,NA,6,2,NA,NA,4,1,NA,NA,NA,NA,NA,6,6,5,5,1,1,39,7,1,7,5,1,5,6,4,7,5,7,1,1,2,1,2,41,3,7,7,5,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 20:32,4/21/23 20:42,100,572,1,4/21/23 20:42,EN,1,2,NA,31,2,4,1,1,1,NA,2,4,2,NA,NA,3,NA,NA,1,NA,NA,NA,5,5,6,6,3,2,50,3,2,7,7,4,2,5,2,3,3,3,4,5,5,7,4,80,6,5,6,5,5,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 20:44,4/21/23 20:48,100,265,1,4/21/23 20:48,EN,0.899999976,2,NA,31,1,5,1,1,1,NA,2,5,1,NA,NA,5,1,NA,NA,NA,NA,NA,7,6,2,2,1,1,0,7,1,1,6,1,5,7,5,7,2,7,1,1,1,1,1,16,3,4,6,3,5,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 20:40,4/21/23 20:49,100,531,1,4/21/23 20:49,EN,0.800000012,2,NA,49,1,5,1,1,1,NA,1,6,1,NA,NA,7,NA,NA,NA,NA,1,NA,6,5,4,3,4,3,82,6,1,7,5,6,2,2,2,2,6,6,6,6,6,6,6,82,7,7,5,7,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 20:44,4/21/23 20:51,100,441,1,4/21/23 20:51,EN,1,2,NA,40,2,3,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,NA,NA,1,NA,2,3,5,4,7,5,72,5,1,3,5,4,2,3,1,3,5,2,6,3,3,4,5,73,6,5,6,5,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 20:41,4/21/23 20:52,100,693,1,4/21/23 20:52,EN,0.899999976,2,NA,25,1,2,1,1,1,NA,1,4,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,7,1,1,1,1,10,6,1,7,4,2,6,6,6,6,2,7,1,1,1,4,1,80,6,6,6,3,3,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 20:54,4/21/23 20:56,100,121,1,4/21/23 20:56,EN,1,2,NA,26,1,2,1,1,2,NA,NA,7,3,NA,2,4,NA,NA,1,NA,NA,NA,3,4,3,4,3,4,50,5,1,7,7,5,3,3,3,3,7,7,4,4,4,2,4,100,6,5,5,6,6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 20:59,4/21/23 21:01,100,119,1,4/21/23 21:01,EN,1,2,NA,36,2,3,1,1,1,NA,2,6,2,NA,NA,2,1,NA,NA,NA,NA,NA,6,6,4,4,1,1,17,4,1,6,6,3,4,4,2,4,6,7,1,1,1,1,1,93,6,6,6,6,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 20:50,4/21/23 21:02,100,688,1,4/21/23 21:02,EN,0.899999976,2,NA,39,1,5,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,1,NA,NA,NA,5,3,4,3,6,5,60,7,1,7,7,5,2,1,2,3,7,6,4,1,5,1,4,100,7,6,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 20:57,4/21/23 21:05,100,485,1,4/21/23 21:05,EN,1,2,NA,53,2,5,1,1,1,NA,2,5,3,NA,2,4,NA,NA,NA,NA,1,NA,4,5,4,4,3,4,55,6,1,6,5,4,3,3,3,3,4,4,3,1,3,1,2,81,6,5,6,5,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 21:11,4/21/23 21:15,100,242,1,4/21/23 21:15,EN,1,2,NA,26,2,4,1,1,1,NA,1,7,3,NA,2,4,NA,NA,NA,NA,1,NA,4,5,4,5,4,5,87,2,2,5,5,7,1,1,1,1,7,7,7,7,7,7,7,80,7,7,7,7,7,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 21:14,4/21/23 21:21,100,415,1,4/21/23 21:21,EN,0.899999976,2,NA,48,1,5,1,1,3,NA,NA,7,2,NA,NA,1,NA,NA,1,NA,NA,NA,7,6,6,6,6,6,50,1,2,7,6,6,1,1,2,2,7,7,7,1,4,6,5,100,6,6,6,6,5,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 21:22,4/21/23 21:24,100,147,1,4/21/23 21:24,EN,1,2,NA,38,1,5,1,1,2,NA,NA,5,3,NA,2,4,1,NA,NA,NA,NA,NA,7,7,4,5,1,1,7,6,1,6,5,2,5,6,5,6,3,7,1,1,3,3,1,89,6,6,6,6,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 21:16,4/21/23 21:24,100,514,1,4/21/23 21:24,EN,1,2,NA,50,2,5,1,1,3,NA,NA,3,2,NA,NA,2,NA,NA,1,NA,NA,NA,6,6,7,7,3,3,30,7,1,6,7,3,5,5,5,7,7,6,3,1,3,1,4,100,7,6,6,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 21:22,4/21/23 21:25,100,143,1,4/21/23 21:25,EN,1,2,NA,32,1,5,1,1,1,NA,2,6,3,NA,2,1,1,NA,NA,NA,NA,NA,7,7,4,4,1,1,0,7,1,7,5,5,2,5,7,7,4,7,1,1,2,1,1,34,3,6,6,4,3,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 21:21,4/21/23 21:27,100,351,1,4/21/23 21:27,EN,1,2,NA,22,2,2,1,1,1,NA,2,7,2,NA,NA,4,NA,NA,NA,NA,1,NA,3,4,1,1,1,1,40,4,1,6,4,4,2,2,2,4,1,5,1,1,5,4,1,81,6,6,6,4,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 21:29,4/21/23 21:32,100,153,1,4/21/23 21:32,EN,0.899999976,2,NA,20,2,3,1,1,1,NA,2,4,1,NA,NA,5,NA,NA,NA,NA,1,NA,3,2,3,5,4,3,31,5,1,5,5,6,3,5,1,4,5,7,3,3,3,1,1,47,5,5,2,3,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 21:38,4/21/23 21:41,100,186,1,4/21/23 21:41,EN,1,2,NA,29,1,5,1,1,1,NA,1,2,3,NA,2,4,1,NA,NA,NA,NA,NA,7,7,6,6,1,1,0,7,1,7,6,2,7,7,7,7,7,7,1,1,1,1,1,100,7,7,7,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 21:36,4/21/23 21:41,100,320,1,4/21/23 21:41,EN,1,2,NA,34,2,6,1,1,1,NA,1,5,2,NA,NA,4,NA,NA,1,NA,NA,NA,1,4,7,6,1,4,30,4,2,4,7,2,4,5,4,5,7,3,3,1,1,1,2,50,2,4,5,6,5,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 21:37,4/21/23 21:44,100,465,1,4/21/23 21:44,EN,1,2,NA,50,1,5,1,1,2,NA,NA,6,2,NA,NA,2,NA,NA,NA,NA,1,NA,5,6,4,4,2,6,14,3,2,3,3,4,4,5,6,5,7,7,7,6,6,6,6,100,6,4,6,5,5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 21:40,4/21/23 21:45,100,330,1,4/21/23 21:45,EN,1,2,NA,47,1,5,1,1,1,NA,1,1,2,NA,NA,7,NA,NA,4,1,NA,NA,6,7,7,7,7,7,60,7,2,7,7,7,1,4,1,4,7,7,4,4,4,4,4,80,7,4,6,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 21:44,4/21/23 21:47,100,152,1,4/21/23 21:47,EN,1,2,NA,23,2,3,1,1,1,NA,2,4,3,NA,2,4,1,NA,NA,NA,NA,NA,6,5,4,4,1,2,9,7,1,7,5,2,2,5,2,6,4,7,1,1,3,1,1,52,4,6,7,4,4,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 21:43,4/21/23 21:50,100,451,1,4/21/23 21:50,EN,1,2,NA,28,1,4,1,1,1,NA,2,2,2,NA,NA,3,NA,NA,1,NA,NA,NA,3,4,6,7,2,4,51,5,1,4,7,3,2,3,2,3,6,4,3,3,3,2,3,72,5,4,5,5,5,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 21:54,4/21/23 21:59,100,269,1,4/21/23 21:59,EN,1,2,NA,26,2,6,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,NA,NA,1,NA,4,4,4,6,2,2,30,6,1,7,7,5,2,2,2,2,6,6,3,3,3,1,3,98,6,5,5,6,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 22:01,4/21/23 22:05,100,238,1,4/21/23 22:05,EN,0.899999976,2,NA,49,2,2,1,1,11,NA,NA,4,2,NA,NA,2,NA,NA,1,NA,NA,NA,7,7,7,7,1,1,1,7,1,7,7,1,7,7,7,7,7,7,1,1,1,1,1,100,7,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 22:12,4/21/23 22:15,100,189,1,4/21/23 22:15,EN,0.899999976,2,NA,37,2,5,1,1,1,NA,1,5,3,NA,2,4,1,NA,NA,NA,NA,NA,6,5,5,5,2,2,11,6,1,7,6,3,5,6,5,6,5,6,2,2,3,2,2,91,6,6,5,6,5,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 22:06,4/21/23 22:15,100,531,1,4/21/23 22:15,EN,0.899999976,2,NA,45,2,5,1,1,11,NA,NA,1,2,NA,NA,3,NA,NA,NA,NA,1,NA,3,4,4,5,3,4,48,3,2,5,5,4,2,3,3,4,4,7,3,4,7,3,3,52,4,5,4,4,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 22:32,4/21/23 22:35,100,199,1,4/21/23 22:35,EN,1,9,NA,23,1,3,1,1,1,NA,2,5,3,NA,2,4,NA,NA,NA,NA,1,NA,2,3,2,3,3,4,45,5,1,6,3,4,1,2,3,2,3,6,3,4,5,5,4,57,4,3,2,3,2,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 22:32,4/21/23 22:38,100,329,1,4/21/23 22:38,EN,0.899999976,2,NA,26,2,3,1,1,1,NA,2,7,3,NA,2,4,NA,NA,1,NA,NA,NA,1,4,7,7,1,4,100,6,1,5,7,7,1,5,1,5,7,4,4,4,4,2,4,100,7,4,1,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 22:43,4/21/23 22:46,100,177,1,4/21/23 22:46,EN,1,2,NA,22,2,5,1,1,11,NA,NA,5,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,7,1,7,1,1,0,7,1,7,7,1,7,3,7,7,7,7,1,1,1,1,1,100,7,7,7,7,7,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 22:46,4/21/23 22:49,100,229,1,4/21/23 22:49,EN,1,2,NA,22,2,5,1,1,10,NA,NA,3,2,NA,NA,2,1,NA,NA,NA,NA,NA,7,6,5,5,2,2,20,7,1,7,5,5,5,5,6,6,6,7,1,1,3,1,1,50,4,5,5,7,6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 22:46,4/21/23 22:52,100,373,1,4/21/23 22:52,EN,0.899999976,2,NA,48,2,3,1,1,1,NA,2,4,2,NA,NA,4,NA,NA,NA,NA,1,NA,2,4,1,2,1,1,40,7,1,7,7,4,2,2,2,2,5,7,1,1,1,2,2,84,5,2,6,4,6,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 22:48,4/21/23 22:53,100,267,1,4/21/23 22:53,EN,1,2,NA,41,1,6,1,1,1,NA,2,5,2,NA,NA,1,NA,NA,NA,NA,1,NA,4,4,4,3,4,4,56,5,1,5,4,4,5,5,5,6,4,6,4,4,4,5,4,47,5,4,6,3,4,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control
4/21/23 22:40,4/21/23 23:01,100,1231,1,4/21/23 23:01,EN,0.899999976,2,NA,30,1,5,1,1,1,NA,1,6,2,NA,NA,4,NA,NA,1,NA,NA,NA,1,1,7,7,1,1,100,3,2,4,7,6,1,1,1,1,7,1,1,1,2,1,1,100,7,1,4,1,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 22:53,4/21/23 23:02,100,559,1,4/21/23 23:02,EN,1,2,NA,23,1,2,1,1,1,NA,1,6,2,NA,NA,4,NA,NA,1,NA,NA,NA,1,2,7,7,4,4,90,7,2,4,7,7,1,2,1,1,7,4,4,5,1,1,4,80,6,7,4,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
4/21/23 23:03,4/21/23 23:12,100,571,1,4/21/23 23:12,EN,NA,2,NA,45,1,2,1,1,1,NA,2,5,3,NA,2,2,1,NA,NA,NA,NA,NA,7,7,1,1,1,1,15,6,1,7,2,1,4,6,6,7,1,7,1,1,1,4,1,30,4,4,5,5,5,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 23:16,4/21/23 23:20,100,239,1,4/21/23 23:20,EN,0.899999976,2,NA,47,1,5,1,1,1,NA,2,7,3,NA,2,4,1,NA,NA,NA,NA,NA,7,7,4,4,1,1,0,7,1,7,7,4,6,7,1,6,6,7,1,1,1,2,1,96,6,7,7,5,5,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White
4/21/23 23:27,4/21/23 23:30,100,127,1,4/21/23 23:30,EN,0.899999976,2,NA,26,1,5,1,1,1,NA,2,5,1,NA,NA,6,NA,NA,1,NA,NA,NA,7,7,7,7,1,1,40,7,1,7,7,3,2,6,1,6,7,7,3,1,4,2,4,86,6,7,7,7,7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian
