StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,race,race_10_TEXT,age,gender,edu,usa,eng,rel_aff,rel_aff_13_TEXT,evang,religio,polaff,polaff_4_TEXT,pol_rd,ideo,CN_1,CN_2,CN_3,CN_4,CN_5,CN_6,SLB_12,SLB_11,SLB_10,SLB_9,SLB_8,SLB_7,SLB_6,SLB_5,SLB_4,SLB_3,SLB_2,SLB_1,reflect,manchk,WhiteBias_Concern,RelFreedom_Concern,ChristBias_Concern,AP_THERM._1,AP_ELECT,OCI_1,OCI_2,OCI_3,OCI_4,PBOC_1,PBOC_2,PBOC_3,PBOC_4,Fight4Christian,Fight4White,Fight4Black,Fight4Muslims,Fight4Jews,Fight4NonRelig,Fight4Latin,AP_POLID,AP_GEN_1,AP_IDEO,AP_RACE_1,AP_RELAFF_1,ATTCHK,PQ_RACE_1,PQ_RACE_2,PQ_RACE_3,PQ_LGBT_4,PQ_LGBT_5,PQ_LGBT_6,PQ_REL_7,PQ_REL_8,PQ_REL_9,PQ_REL_10,PQ_REL_11,PQ_N_12,PQ_N_13,PQ_N_14,PQ_N_15,Q114,FL_6_DO,PerceivedBias_DO,PolControversial,SpeechOffensive,Condition,Condition_AWB,Condition_ACB
2/6/23 13:04,2/6/23 13:16,100,750,1,2/6/23 13:16,EN,1,1,NA,71,2,4,1,1,1,NA,2,6,3,NA,1,6,6,6,6,6,4,2,5,6,3,2,4,4,5,5,5,4,3,3,The government is biased against Christians so a lot of Christians stay silent to not be labeled.,1,1,7,7,85,5,3,3,3,3,4,4,4,4,7,4,4,4,4,3,3,1,5,5,4,7,7,5,3,5,4,2,2,2,6,2,5,2,4,5,2,3,NA,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1,4,3,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:04,2/6/23 13:16,100,756,1,2/6/23 13:16,EN,1,1,NA,70,2,4,1,1,1,NA,2,4,2,NA,NA,3,4,4,5,4,2,4,5,4,5,3,5,4,6,6,6,4,2,4,people are afraid to show there religious beliefs as they may be attacked for it,1,4,5,5,50,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,2,1,2,4,5,7,6,6,6,6,4,4,3,3,4,5,4,4,6,2,4,NA,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,4.5,4,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:11,2/6/23 13:17,100,354,1,2/6/23 13:17,EN,1,1,NA,47,2,5,1,1,4,NA,NA,4,2,NA,NA,2,1,1,6,1,2,7,6,7,4,3,6,6,3,4,6,4,3,2,White people are persecuted.,1,6,6,6,0,4,7,5,6,7,7,3,6,7,6,6,2,2,2,1,2,1,5,7,7,6,7,1,2,2,1,1,1,1,6,2,6,2,2,2,2,2,NA,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1,6.25,6.25,Anti-White,Anti-White,Anti-White
2/6/23 13:09,2/6/23 13:17,100,452,1,2/6/23 13:17,EN,0.800000012,1,NA,38,2,6,1,1,3,NA,NA,4,2,NA,NA,3,1,1,2,2,2,6,5,5,2,2,6,6,3,3,6,5,1,2,The economy is an important issue and we need to take concrete steps to improve Americas economic future.,1,1,2,1,45,3,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,1,5,6,5,4,7,2,2,2,5,2,2,2,6,2,5,2,4,3,3,4,NA,Condition4:Economy(Control) ,PBC_1|PBW_1|PBRF_1,4.5,4.25,Control,Control,Control
2/6/23 13:10,2/6/23 13:17,100,394,1,2/6/23 13:17,EN,0.899999976,1,NA,24,1,2,1,1,1,NA,1,7,2,NA,NA,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,6,1,1,None thank youbbf,1,7,6,7,100,7,7,1,6,2,2,6,6,7,7,7,1,7,7,7,1,1,7,1,7,7,7,7,6,7,7,6,4,7,1,6,1,4,2,5,5,2,Mome,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,4.25,4,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:08,2/6/23 13:17,100,539,1,2/6/23 13:17,EN,1,1,NA,73,2,5,1,1,1,NA,2,2,2,NA,NA,3,1,1,4,4,1,7,6,6,3,2,6,6,3,3,7,4,4,2,Our economy if failing and we are entering a recession. We must take action now to prevent a totalcollapse of our economy.,1,2,2,2,21,4,4,3,3,4,4,3,4,5,4,4,2,2,2,2,2,1,7,7,7,7,7,2,2,2,6,2,2,1,4,2,6,2,4,2,2,2,NA,Condition4:Economy(Control) ,PBC_1|PBW_1|PBRF_1,4.5,3.5,Control,Control,Control
2/6/23 13:10,2/6/23 13:17,100,393,1,2/6/23 13:17,EN,1,1,NA,44,1,7,1,1,2,NA,NA,3,1,NA,NA,4,4,6,5,5,4,4,4,6,4,6,2,4,7,7,6,2,2,2,"A politician says that if elected, he/she will put a stop to ""attacks"" on Christian-thinking individuals just because they are espousing Christian values. They said it was a pillar on which the country was founded, and now Christians feel they cannot speak up.",1,6,4,7,40,4,4,4,4,5,6,4,5,6,7,6,5,3,4,3,5,1,6,7,7,7,7,2,1,4,2,1,1,1,7,1,4,1,2,7,1,1,NA,Condition2:ChristianBias,PBW_1|PBRF_1|PBC_1,5.25,4.25,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:12,2/6/23 13:17,100,298,1,2/6/23 13:17,EN,1,1,NA,24,2,4,1,1,1,NA,2,3,1,NA,NA,6,4,4,5,6,5,2,2,5,5,6,2,2,7,7,5,2,2,2,NA,1,4,4,4,61,4,2,2,2,5,5,5,3,5,4,4,4,4,4,4,4,2,4,3,3,3,7,6,6,6,6,6,6,5,3,3,3,7,6,5,5,5,NA,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1,4,2.75,Anti-White,Anti-White,Anti-White
2/6/23 13:00,2/6/23 13:17,100,1007,1,2/6/23 13:17,EN,0.899999976,1,NA,81,1,2,1,1,1,NA,2,3,1,NA,NA,6,5,5,1,6,6,2,6,5,4,5,5,5,7,7,4,3,4,5,white people are deemed racist due in part to their European heritage,1,7,4,7,96,7,2,2,1,4,5,6,6,4,7,7,6,5,6,6,6,1,4,5,2,6,7,7,5,4,6,3,1,4,5,4,5,6,4,6,1,4,NA,Condition1:WhiteBias,PBC_1|PBRF_1|PBW_1,4.25,2.25,Anti-White,Anti-White,Anti-White
2/6/23 13:10,2/6/23 13:17,100,467,1,2/6/23 13:17,EN,1,1,NA,64,1,7,1,1,1,NA,2,4,3,NA,1,5,4,5,7,7,5,7,5,6,5,5,1,1,1,7,1,1,4,2,"Inflation, tax and spend government are both out of control!",1,4,4,4,50,4,1,1,1,1,1,5,1,2,4,4,4,4,4,4,4,1,4,5,4,4,7,4,3,4,4,3,3,3,3,4,3,3,2,3,4,3,NA,Condition4:Economy(Control) ,PBC_1|PBRF_1|PBW_1,1.75,1,Control,Control,Control
2/6/23 13:10,2/6/23 13:17,100,413,1,2/6/23 13:17,EN,1,1,NA,49,1,5,1,1,3,NA,NA,4,1,NA,NA,6,2,4,5,5,4,4,5,4,5,4,4,5,5,4,5,6,5,5,Bias against Christian beliefs are high,1,5,5,6,47,3,5,6,6,6,6,2,6,6,5,5,5,3,2,2,3,2,2,2,6,7,7,3,2,3,3,4,4,2,6,6,6,2,4,5,6,7,NA,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1,6,5.75,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:06,2/6/23 13:17,100,678,1,2/6/23 13:17,EN,1,1,NA,70,1,5,1,1,1,NA,2,5,2,NA,NA,3,4,5,3,5,4,5,5,5,4,5,5,5,3,3,5,5,3,3,People believe they don’t have enough religious freedom as guaranteed by the constitution,1,4,5,4,27,3,5,5,5,5,5,3,5,5,4,4,3,3,3,3,3,1,5,7,6,6,7,5,3,4,6,3,3,3,5,3,5,3,3,3,3,3,Interesting and thoughtful,Condition3:ReligiousFreedom,PBC_1|PBW_1|PBRF_1,5,5,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:11,2/6/23 13:17,100,414,1,2/6/23 13:17,EN,0.899999976,1,NA,28,2,6,1,1,1,NA,1,5,1,NA,NA,6,4,3,6,6,4,4,5,5,5,3,2,3,7,7,3,2,5,5,Christian’s are being treated unfairly in America,1,2,7,7,81,5,1,3,2,2,2,6,3,2,7,3,3,2,5,4,4,1,5,6,5,7,7,2,2,4,3,1,2,4,5,4,2,2,4,4,4,3,NA,Condition2:ChristianBias,PBRF_1|PBC_1|PBW_1,2.25,2,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:12,2/6/23 13:18,100,354,1,2/6/23 13:18,EN,0.899999976,1,NA,71,1,4,1,1,1,NA,1,4,1,NA,NA,6,3,5,5,5,5,4,5,5,4,5,4,4,6,5,5,3,4,4,Cannot have bias,1,4,6,4,43,3,5,5,5,5,5,4,5,6,5,5,6,5,5,5,5,1,6,5,3,5,7,6,6,4,4,3,2,5,5,5,4,6,1,6,1,4,NA,Condition2:ChristianBias,PBW_1|PBRF_1|PBC_1,5,5,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:12,2/6/23 13:18,100,323,1,2/6/23 13:18,EN,1,1,NA,66,1,4,1,1,2,NA,NA,7,1,NA,NA,7,7,7,7,7,4,1,4,3,4,4,3,3,5,5,4,4,4,4,You can have religous freedom in the United States.,1,4,4,5,52,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,7,4,3,4,3,3,3,3,5,4,4,4,4,4,3,4,NA,Condition3:ReligiousFreedom,PBW_1|PBC_1|PBRF_1,4,4,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:06,2/6/23 13:18,100,674,1,2/6/23 13:18,EN,1,1,NA,76,2,5,1,1,1,NA,2,2,3,NA,1,6,5,5,5,4,5,5,5,4,5,5,3,5,5,5,5,4,3,4,ethnic white people  feel afraid to speak out I feel white people are getting discriminated against,1,5,4,5,63,4,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,1,6,5,6,6,7,3,3,4,3,3,3,4,4,3,5,4,3,5,3,3,NA,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1,4.75,4.75,Anti-White,Anti-White,Anti-White
2/6/23 13:11,2/6/23 13:18,100,410,1,2/6/23 13:18,EN,1,1,NA,43,2,5,1,1,2,NA,NA,7,3,NA,1,5,1,7,7,7,7,2,6,6,5,5,2,2,6,6,2,2,3,4,I agree with what they say,1,1,3,2,52,5,1,2,2,3,5,5,5,5,6,6,4,4,4,4,4,1,5,5,6,6,7,6,2,4,4,2,1,5,7,3,3,5,5,7,1,4,I enjoyed it,Condition2:ChristianBias,PBRF_1|PBC_1|PBW_1,4.5,2,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:03,2/6/23 13:18,100,874,1,2/6/23 13:18,EN,0.899999976,1,NA,50,1,6,1,1,2,NA,NA,5,3,NA,1,7,2,5,4,4,5,5,7,7,2,1,3,5,6,6,4,4,4,5,"The problem ranking highest in this politician's POV is that of a restricted economy that no longer provides hope of success, or upward mobility.",1,2,2,2,78,5,2,3,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,7,3,2,5,4,4,4,4,4,2,4,4,2,2,5,4,NA,Condition4:Economy(Control) ,PBRF_1|PBC_1|PBW_1,3.5,2.75,Control,Control,Control
2/6/23 13:08,2/6/23 13:18,100,584,1,2/6/23 13:18,EN,0.899999976,1,NA,61,2,2,1,1,3,NA,NA,4,1,NA,NA,6,5,6,5,7,7,4,5,3,7,5,3,5,5,7,3,4,6,6,I think when you go to church you feel good and forgive your sins. Everyone has there own believes,1,2,4,3,64,5,3,4,1,3,5,5,4,5,4,4,4,3,3,4,3,3,5,3,5,4,7,4,3,5,4,5,1,7,7,7,4,5,5,5,1,7,NA,Condition3:ReligiousFreedom,PBRF_1|PBW_1|PBC_1,4.25,2.75,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:12,2/6/23 13:18,100,365,1,2/6/23 13:18,EN,1,1,NA,69,2,2,1,1,1,NA,2,4,2,NA,NA,2,7,7,7,7,7,4,2,2,4,7,6,7,5,6,7,4,4,4,That you should have freedom to practice any religion.,1,6,7,7,99,7,2,2,2,2,7,7,4,4,7,7,7,7,7,7,7,2,7,2,7,7,7,6,6,6,6,6,6,6,6,1,6,4,6,6,4,6,NA,Condition3:ReligiousFreedom,PBW_1|PBC_1|PBRF_1,4,2,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:09,2/6/23 13:18,100,549,1,2/6/23 13:18,EN,1,1,NA,74,1,5,1,1,1,NA,1,7,3,NA,2,4,6,7,7,7,4,5,6,7,3,1,5,5,4,4,6,7,2,5,IT DEALS WITH ECONOMIC EQUALITY,1,1,1,1,49,4,2,2,1,3,4,4,3,2,4,4,4,4,4,4,4,3,5,4,4,4,7,2,1,6,6,4,1,6,6,6,2,4,4,3,4,6,NA,Condition4:Economy(Control) ,PBRF_1|PBC_1|PBW_1,3.25,2,Control,Control,Control
2/6/23 13:01,2/6/23 13:18,100,993,1,2/6/23 13:18,EN,0.899999976,1,NA,36,2,6,1,1,1,NA,1,7,3,NA,2,2,4,7,6,7,7,6,5,6,3,2,6,6,4,4,6,7,1,7,It is about religious people all around the country feeling like they must abstain from practicing their faith in public and how actions should be taken to stop attacks on religious freedom.,1,1,7,7,50,3,1,1,1,6,4,4,3,6,7,1,1,1,1,1,1,3,5,2,6,7,7,7,7,7,7,4,5,7,7,7,3,7,7,7,4,7,This was a great survey experience,Condition3:ReligiousFreedom,PBC_1|PBRF_1|PBW_1,4.25,2.25,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:05,2/6/23 13:18,100,793,1,2/6/23 13:18,EN,0.899999976,1,NA,75,2,4,1,1,2,NA,NA,7,1,NA,NA,6,6,6,7,7,7,4,5,5,4,4,4,5,5,6,4,4,4,4,"Some people don’t feel free to practice their religion, and feel they will be persecuted if they do. This is in the United states",1,2,6,2,90,5,3,3,3,6,4,3,5,4,6,4,4,4,4,3,4,1,5,6,3,6,7,4,4,4,3,3,3,4,6,6,4,3,4,6,3,3,An interesting survey,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,4.5,3.75,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:09,2/6/23 13:18,100,567,1,2/6/23 13:18,EN,1,1,NA,35,2,1,1,1,2,NA,NA,5,2,NA,NA,2,2,5,7,7,4,1,7,4,1,5,5,7,1,5,7,6,1,4,It was talking about how someone think there is a bais against white people. And if white people speak up they would be considered racist.,1,6,4,2,50,5,1,5,1,6,4,4,7,6,2,7,1,1,1,1,1,1,6,7,7,6,7,1,1,6,1,1,1,1,7,4,1,7,6,4,1,7,NA,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1,5.25,3.25,Anti-White,Anti-White,Anti-White
2/6/23 13:10,2/6/23 13:18,100,491,1,2/6/23 13:18,EN,1,1,NA,48,2,5,1,1,1,NA,1,7,2,NA,NA,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Christians feel they need to Remain silent on their religion. Not able to have freedom in their own religious ways.,1,6,6,6,61,5,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,5,2,5,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Enjoyed,Condition2:ChristianBias,PBW_1|PBC_1|PBRF_1,5,2.25,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:07,2/6/23 13:18,100,641,1,2/6/23 13:18,EN,1,1,NA,57,2,2,1,1,1,NA,1,6,1,NA,NA,6,3,5,5,6,5,4,7,7,1,1,1,2,6,6,4,2,1,3,"We need to keep religious freedom in our country, so we do not lose that freedom.",1,1,7,7,90,3,2,7,1,5,4,3,7,4,7,4,4,3,4,2,4,1,5,7,5,5,7,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,"It was hard to answer these questions. It was a very general interview, and i do not know the correct answers from the info given. It was all vased on stereo types of how people perceive others.",Condition3:ReligiousFreedom,PBRF_1|PBC_1|PBW_1,5,3.75,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 12:59,2/6/23 13:18,100,1154,1,2/6/23 13:18,EN,0.899999976,1,NA,66,1,2,1,1,1,NA,2,5,3,NA,1,4,4,4,6,6,6,6,5,6,5,3,4,4,6,6,4,2,5,5,That white people now feel prejudiced against if they try and voice there opinion,1,7,1,1,77,6,2,2,2,4,4,6,3,4,4,7,3,2,4,4,3,1,6,2,7,4,7,3,2,3,4,5,3,2,5,2,6,2,6,6,2,7,NA,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1,3.25,2.5,Anti-White,Anti-White,Anti-White
2/6/23 13:01,2/6/23 13:18,100,1039,1,2/6/23 13:18,EN,1,1,NA,73,2,5,1,1,2,NA,NA,7,2,NA,NA,2,2,2,6,2,2,7,6,6,2,2,6,6,6,2,6,5,2,2,The government has destroyed the middle class.,1,1,1,1,70,6,6,3,1,2,3,5,3,5,4,4,4,4,4,4,4,3,5,2,7,4,7,6,6,6,6,6,6,2,2,6,2,6,6,6,6,6,NA,Condition4:Economy(Control) ,PBC_1|PBW_1|PBRF_1,3.5,3,Control,Control,Control
2/6/23 13:01,2/6/23 13:18,100,1022,1,2/6/23 13:18,EN,0.899999976,1,NA,36,2,7,1,1,1,NA,2,3,2,NA,NA,1,1,2,5,5,1,3,7,5,3,3,1,7,7,7,3,5,5,3,The country supports all religions and their freedom. We the people must stop anti-religious hate crimes.,1,4,4,4,54,4,1,1,1,1,2,5,5,3,4,4,7,7,7,3,7,2,7,3,7,7,7,7,5,7,7,2,2,6,6,2,6,6,7,7,2,7,This was an interesting survey.It was easy to read and understand.,Condition3:ReligiousFreedom,PBC_1|PBW_1|PBRF_1,3.25,1,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:14,2/6/23 13:18,100,244,1,2/6/23 13:18,EN,1,1,NA,20,1,3,1,1,1,NA,1,5,3,NA,1,5,3,4,2,6,7,6,4,5,2,5,4,6,5,5,2,4,5,3,It is a Christian interview about the US,1,3,4,3,42,4,2,4,5,3,5,3,4,4,5,6,3,2,1,3,1,1,7,5,7,3,7,2,1,3,1,4,2,2,6,5,6,2,5,6,2,5,NA,Condition1:WhiteBias,PBW_1|PBRF_1|PBC_1,4.5,3.5,Anti-White,Anti-White,Anti-White
2/6/23 13:08,2/6/23 13:18,100,634,1,2/6/23 13:18,EN,0.800000012,1,NA,30,1,5,1,1,1,NA,1,7,3,NA,1,1,7,7,1,6,7,1,7,7,1,1,6,6,7,7,7,1,1,7,Religious beliefs has nothing to do with where u worship,1,7,2,1,49,4,1,2,1,5,1,5,5,2,2,7,1,1,1,7,7,1,5,1,6,2,7,6,6,3,1,1,3,6,7,6,5,6,1,6,2,6,The questionnaire was of great experience,Condition3:ReligiousFreedom,PBW_1|PBRF_1|PBC_1,2.75,2.25,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:08,2/6/23 13:18,100,611,1,2/6/23 13:18,EN,1,1,NA,65,2,5,1,1,2,NA,NA,7,1,NA,NA,3,3,5,5,5,7,3,5,3,2,2,5,5,3,5,5,3,3,3,that white people are being picked on.,1,6,2,3,29,3,5,5,5,5,5,3,5,5,5,6,3,2,2,2,2,1,4,7,7,6,7,3,2,2,1,1,1,1,7,1,6,1,4,4,3,5,NA,Condition1:WhiteBias,PBC_1|PBRF_1|PBW_1,5,5,Anti-White,Anti-White,Anti-White
2/6/23 13:13,2/6/23 13:18,100,342,1,2/6/23 13:18,EN,1,1,NA,41,2,5,1,1,1,NA,2,6,2,NA,NA,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,That the Christian religion is at stake in America,1,6,6,6,73,6,4,4,4,4,4,4,3,3,5,4,3,3,4,3,4,2,6,4,5,4,7,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,No thank you,Condition2:ChristianBias,PBC_1|PBRF_1|PBW_1,3.5,4,Anti-Christian,Anti-Christian,Anti-Christian
2/6/23 13:01,2/6/23 13:19,100,1064,1,2/6/23 13:19,EN,1,1,NA,50,2,1,1,1,1,NA,2,4,4,Peace and Justice,NA,4,4,4,4,4,4,4,5,5,4,3,4,5,4,4,5,4,1,1,"I believe anyone no matter what race you are should have the right and freedom to speak about to heritage, religion, culture, traditions, etc.",1,7,7,7,50,4,5,5,5,5,4,3,4,5,4,7,1,1,1,1,1,1,7,7,7,7,7,7,2,2,2,2,2,2,6,6,6,2,4,4,4,4,NA,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1,4.5,5,Anti-White,Anti-White,Anti-White
2/6/23 13:04,2/6/23 13:19,100,852,1,2/6/23 13:19,EN,1,1,NA,78,2,5,1,1,2,NA,NA,4,2,NA,NA,1,4,5,4,4,4,5,5,5,6,3,6,5,5,5,3,5,3,5,That white people have a hard time advancing. Does not take into consideration personal responsibility.,1,3,2,3,21,2,6,6,6,6,5,2,6,6,2,2,4,4,3,4,3,1,3,6,5,3,7,5,5,6,6,2,2,2,2,6,2,3,6,3,3,3,NA,Condition1:WhiteBias,PBC_1|PBRF_1|PBW_1,5.75,6,Anti-White,Anti-White,Anti-White
2/6/23 13:05,2/6/23 13:19,100,811,1,2/6/23 13:19,EN,1,1,NA,36,1,6,1,1,3,NA,NA,7,2,NA,NA,7,5,6,6,6,7,1,1,1,1,7,1,1,7,7,7,7,1,3,It's about values and believes of the white people feelings they've been deprived the right to speak out even when they want to because it's been single out as been a racist,1,7,1,1,82,6,5,7,5,7,6,5,7,7,4,7,1,2,2,3,2,1,6,7,7,2,7,1,1,1,7,6,6,2,2,2,2,2,6,6,6,5,It's extremely awesome and innovative survey,Condition1:WhiteBias,PBC_1|PBW_1|PBRF_1,5.75,6,Anti-White,Anti-White,Anti-White
2/6/23 13:07,2/6/23 13:19,100,720,1,2/6/23 13:19,EN,0.899999976,1,NA,70,1,5,1,1,2,NA,NA,6,1,NA,NA,6,7,7,6,5,7,5,6,2,6,6,6,5,7,7,4,2,4,4,"America is becoming a society that has degraded "" Whiteism"" to being ""second-class"".",1,1,2,1,8,1,7,7,7,6,7,2,6,6,2,2,6,6,2,5,5,2,3,1,2,2,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,7,NA,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1,6.25,6.75,Anti-White,Anti-White,Anti-White
2/6/23 13:07,2/6/23 13:19,100,725,1,2/6/23 13:19,EN,1,1,NA,78,1,5,1,1,3,NA,NA,2,3,NA,2,4,6,6,6,6,4,6,6,6,3,5,5,5,6,6,5,5,3,4,White people are being discriminated against,1,5,2,3,29,4,4,5,5,5,3,3,5,6,4,6,2,2,4,4,4,1,4,2,3,4,7,3,2,2,3,2,2,2,6,4,5,3,4,4,4,3,NA,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1,4.75,4.75,Anti-White,Anti-White,Anti-White
2/6/23 13:10,2/6/23 13:19,100,524,1,2/6/23 13:19,EN,0.800000012,1,NA,34,1,7,1,1,1,NA,1,7,2,NA,NA,1,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,Bekh is the case for the next couple of days but I have to say I have not seen the email from my other account number so please let it imitate be done by tomorrow so that we have an estimate of what we will always need for long term and the best thing to use it is so that you need a better chance of doing the job and you will turn up.,1,7,7,7,100,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,This survey is really interesting i hope i get paid so much,Condition4:Economy(Control) ,PBW_1|PBRF_1|PBC_1,5.5,7,Control,Control,Control
2/6/23 13:11,2/6/23 13:19,100,454,1,2/6/23 13:19,EN,0.699999988,1,NA,68,2,6,1,1,3,NA,NA,4,2,NA,NA,2,1,5,3,3,2,5,6,6,2,3,5,5,5,5,5,5,2,2,Religious freedom is our right,1,4,4,4,39,3,5,5,5,5,5,3,5,5,3,3,3,3,3,3,3,4,5,3,4,4,7,4,3,3,5,3,3,3,4,5,5,2,3,3,5,4,NA,Condition3:ReligiousFreedom,PBW_1|PBC_1|PBRF_1,5,5,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:12,2/6/23 13:19,100,442,1,2/6/23 13:19,EN,1,1,NA,56,1,7,1,1,2,NA,NA,5,1,NA,NA,6,5,7,7,7,7,6,6,6,6,6,5,5,6,6,5,4,3,5,"Sad but true, wish it wasn't.",1,1,6,6,80,5,3,5,1,2,5,3,4,5,7,5,4,4,4,3,4,1,6,7,6,7,7,5,7,5,2,1,1,5,7,4,4,1,2,7,1,1,NA,Condition3:ReligiousFreedom,PBC_1|PBW_1|PBRF_1,4.75,2.75,Rel_Freedom,Rel_Freedom,Rel_Freedom
2/6/23 13:11,2/6/23 13:19,100,493,1,2/6/23 13:19,EN,0.899999976,1,NA,44,2,1,1,1,1,NA,1,7,2,NA,NA,5,4,4,4,6,4,2,2,2,2,5,4,4,4,5,4,4,4,4,About white people needing more,1,3,3,3,39,3,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,3,5,3,5,5,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,Condition1:WhiteBias,PBRF_1|PBC_1|PBW_1,4,4,Anti-White,Anti-White,Anti-White
2/6/23 13:09,2/6/23 13:19,100,573,1,2/6/23 13:19,EN,0.899999976,1,NA,65,1,3,1,1,3,NA,NA,6,1,NA,NA,7,6,6,6,6,7,4,3,4,5,4,3,3,5,5,3,3,4,4,I believe to a certain extent what was said about the white people is true racism has gotten way out of control nowadays and the blacks and Puerto Ricans think that they are owed everything,1,4,4,4,82,6,3,4,2,4,4,5,3,4,4,6,4,4,4,4,4,1,6,5,7,6,7,5,4,4,4,4,3,4,5,4,4,3,3,4,5,5,None,Condition1:WhiteBias,PBRF_1|PBW_1|PBC_1,3.5,3.25,Anti-White,Anti-White,Anti-White
2/6/23 13:05,2/6/23 13:19,100,842,1,2/6/23 13:19,EN,0.899999976,1,NA,38,2,5,1,1,1,NA,2,3,3,NA,2,3,1,1,4,3,1,7,7,6,2,3,6,6,5,5,7,6,2,2,The person believes that white people are being discriminated against and are not allowed to talk about or be proud of their heritage for fear of being labeled racist,1,7,4,4,5,1,6,6,6,6,7,3,6,7,6,7,1,1,2,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,1,1,2,2,1,NA,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1,6.25,6,Anti-White,Anti-White,Anti-White
2/6/23 13:14,2/6/23 13:19,100,294,1,2/6/23 13:19,EN,1,1,NA,47,2,2,1,1,1,NA,2,7,2,NA,NA,4,7,7,6,7,4,3,5,5,7,4,4,3,7,7,1,2,5,7,Someone else blaming white people yet again,1,2,4,2,21,2,5,6,6,5,4,3,5,5,1,1,7,6,7,7,6,2,4,1,2,1,7,7,7,7,7,7,7,7,1,6,1,1,1,7,6,7,thank you,Condition1:WhiteBias,PBW_1|PBC_1|PBRF_1,4.75,5.5,Anti-White,Anti-White,Anti-White
2/6/23 13:10,2/6/23 13:19,100,527,1,2/6/23 13:19,EN,0.899999976,1,NA,66,1,5,1,1,3,NA,NA,5,2,NA,NA,3,1,1,4,1,4,7,7,7,4,4,4,4,6,7,4,4,3,4,the usual conservative BS,1,2,7,4,2,4,5,5,6,7,7,2,4,6,7,7,1,1,1,1,4,1,7,7,7,7,7,1,1,1,1,1,1,1,7,1,7,1,1,5,3,1,NA,Condition2:ChristianBias,PBC_1|PBW_1|PBRF_1,5.75,5.75,Anti-Christian,Anti-Christian,Anti-Christian
