StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,race,race_10_TEXT,age,gender,edu,usa,eng,rel_aff,rel_aff_13_TEXT,evang,religio,polaff,polaff_4_TEXT,pol_rd,ideo,manchk_wb,manchk2_wb,manchk_cb,manchk2_cb,manchk_ec,Q128,WhiteBias_Concern1,WhiteBias_Concern2,ChristianBias_Concern1,ChristianBias_Concern2,BlackBias_Concern1,BlackBias_Concern2,AP_1_1,AP_2,AP_3,AP_5_1,AP_6_1,AP_7,OCI_1,OCI_2,OCI_3,OCI_4,Fight4Christians,Fight4White,Fight4Black,Fight4Muslims,Fight4Jews,Fight4Atheists,Fight4Latin,wcp_1_1,wcp_2,wcp_3,wcp_4,wcp_5,wcp_6,Q132,PROLIFIC_PID,FL_6_DO,Condition_Christ,Condition_White,Condition,Offensive,WhiteBias_Concern,ChristianBias_Concern,BlackBias_Concern
4/21/23 19:08,4/21/23 19:25,100,1025,1,4/21/23 19:25,EN,1,2,NA,24,1,5,1,1,1,NA,2,4,2,NA,NA,4,1,NA,NA,NA,NA,NA,4,3,4,4,4,4,60,5,2,4,5,4,2,4,2,4,5,5,4,4,3,2,4,61,4,5,4,5,4,5596f7bdfdf99b4a8bd2d49f,5596f7bdfdf99b4a8bd2d49f,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,3,3.5,4,4
4/21/23 19:20,4/21/23 19:25,100,316,1,4/21/23 19:25,EN,1,2,NA,41,2,3,1,1,1,NA,2,5,4,No affiliation,NA,4,NA,NA,1,NA,NA,NA,6,6,7,7,6,6,100,7,NA,6,7,6,1,5,1,5,7,7,6,2,4,2,6,100,7,7,7,7,7,6162fa4fec3fe9d88d067ada,6162fa4fec3fe9d88d067ada,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,3,6,7,6
4/21/23 19:22,4/21/23 19:26,100,268,1,4/21/23 19:26,EN,0.899999976,2,NA,46,1,5,1,1,2,NA,NA,5,2,NA,NA,3,NA,NA,NA,NA,1,NA,2,2,2,2,2,2,60,5,1,5,5,5,1,1,1,1,4,6,6,4,4,4,6,71,5,4,5,5,5,5a07a6af002e1800019d6aab,5a07a6af002e1800019d6aab,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,1,2,2,2
4/21/23 19:04,4/21/23 19:27,100,1385,1,4/21/23 19:27,EN,1,2,NA,31,2,2,1,1,1,NA,1,7,3,NA,2,4,NA,NA,1,NA,NA,NA,7,7,7,7,7,7,50,7,1,1,7,7,1,1,1,4,7,7,7,4,7,4,7,100,7,7,7,7,7,570fa921f895a7000f38ca6f,570fa921f895a7000f38ca6f,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,1.75,7,7,7
4/21/23 18:57,4/21/23 19:27,100,1798,1,4/21/23 19:27,EN,1,2,NA,57,2,5,1,1,1,NA,1,7,2,NA,NA,2,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,100,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,70,4,4,4,4,4,63a77363dd6fabebef211019,63a77363dd6fabebef211019,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,4,4,4,4
4/21/23 19:25,4/21/23 19:29,100,203,1,4/21/23 19:29,EN,0.899999976,2,NA,34,2,5,1,1,1,NA,2,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,7,7,7,1,1,0,7,1,7,7,1,7,7,7,6,7,7,1,1,1,1,1,100,7,7,7,7,7,641a9e9fa6c98ff5f99948d2,641a9e9fa6c98ff5f99948d2,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,6.75,7,7,1
4/21/23 19:27,4/21/23 19:33,100,361,1,4/21/23 19:33,EN,0.899999976,2,NA,24,1,2,1,1,2,NA,NA,6,1,NA,NA,6,NA,NA,1,NA,NA,NA,1,1,7,7,1,2,30,7,1,7,7,1,2,6,1,5,7,6,1,1,1,1,1,100,7,4,4,7,7,6366cf2fcdf32555ba896463,6366cf2fcdf32555ba896463,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,3.5,1,7,1.5
4/21/23 19:24,4/21/23 19:33,100,587,1,4/21/23 19:33,EN,1,2,NA,42,1,2,1,1,1,NA,2,7,2,NA,NA,4,1,NA,NA,NA,NA,NA,7,7,1,1,1,1,0,7,1,7,1,1,6,7,7,7,1,7,1,1,1,3,1,100,7,7,7,1,1,5f121a8ff52a7a000a65a6ad,5f121a8ff52a7a000a65a6ad,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,6.75,7,1,1
4/21/23 19:30,4/21/23 19:36,100,342,1,4/21/23 19:36,EN,1,2,NA,37,2,6,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,NA,NA,1,NA,4,5,5,5,4,4,70,4,2,5,4,5,2,3,2,4,5,5,4,4,4,3,4,70,5,4,5,5,4,5999a1096b939900012da1c7,5999a1096b939900012da1c7,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,2.75,4.5,5,4
4/21/23 19:16,4/21/23 19:36,100,1213,1,4/21/23 19:36,EN,1,2,NA,33,1,3,1,1,1,NA,1,5,1,NA,NA,5,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,61,5,3,5,6,5,3,5,4,5,5,5,3,3,3,5,4,59,5,5,2,5,5,64143e269d37d7ec27c8a2a9,64143e269d37d7ec27c8a2a9,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,4.25,5,5,5
4/21/23 19:30,4/21/23 19:37,100,381,1,4/21/23 19:37,EN,0.800000012,2,NA,28,1,3,1,1,1,NA,2,3,2,NA,NA,3,NA,NA,NA,NA,1,NA,1,4,1,4,1,4,60,5,1,5,4,4,1,1,1,1,2,2,2,2,4,2,2,42,4,2,4,2,4,63bde534539394865b8ffa67,63bde534539394865b8ffa67,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,1,2.5,2.5,2.5
4/21/23 19:37,4/21/23 19:41,100,232,1,4/21/23 19:41,EN,1,2,NA,30,2,3,1,1,1,NA,2,4,2,NA,NA,4,NA,NA,1,NA,NA,NA,4,4,5,5,3,4,37,4,1,5,4,4,4,5,3,4,5,3,4,2,3,4,3,51,5,4,5,4,3,620bda0aa922fc3f247f64c2,620bda0aa922fc3f247f64c2,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,4,4,5,3.5
4/21/23 19:34,4/21/23 19:41,100,399,1,4/21/23 19:41,EN,0.899999976,2,NA,42,2,3,1,1,1,NA,1,6,2,NA,NA,1,1,NA,NA,NA,NA,NA,7,7,5,5,1,1,30,7,1,7,6,3,6,6,1,7,6,7,1,1,2,3,1,60,6,7,7,6,6,5c25e498867f660001ae0ea6,5c25e498867f660001ae0ea6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,5,7,5,1
4/21/23 19:40,4/21/23 19:44,100,208,1,4/21/23 19:44,EN,1,2,NA,49,2,4,1,1,3,NA,NA,3,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,1,7,2,1,1,0,7,1,7,7,3,3,7,2,7,4,7,1,1,1,1,1,95,6,7,7,7,7,55d8389069dbc30005b67b57,55d8389069dbc30005b67b57,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,4.75,4,4.5,1
4/21/23 19:44,4/21/23 19:47,100,197,1,4/21/23 19:47,EN,0.899999976,2,NA,21,1,3,1,1,1,NA,2,4,2,NA,NA,4,NA,NA,NA,NA,1,NA,6,5,3,3,4,4,77,5,1,6,5,4,2,5,1,5,6,3,5,3,4,1,5,49,5,5,5,5,5,63dab0f63ced7430f2c37f3f,63dab0f63ced7430f2c37f3f,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,3.25,5.5,3,4
4/21/23 19:42,4/21/23 19:47,100,329,1,4/21/23 19:47,EN,1,2,NA,28,1,2,1,1,1,NA,2,3,2,NA,NA,4,NA,NA,1,NA,NA,NA,4,5,7,6,2,3,40,6,2,7,7,3,2,3,2,3,7,4,2,1,1,1,1,100,7,4,5,7,7,5f879df674a3c81e20a40cd6,5f879df674a3c81e20a40cd6,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,2.5,4.5,6.5,2.5
4/21/23 19:40,4/21/23 19:47,100,442,1,4/21/23 19:47,EN,1,2,NA,37,2,4,1,1,1,NA,2,4,2,NA,NA,4,NA,NA,NA,NA,4,1,7,4,5,5,5,4,60,5,1,6,5,5,4,5,5,6,7,7,7,7,7,1,7,54,4,5,3,5,5,56bd7bf3d4e2180005a86846,56bd7bf3d4e2180005a86846,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,5,5.5,5,4.5
4/21/23 19:45,4/21/23 19:48,100,187,1,4/21/23 19:48,EN,1,2,NA,29,1,5,1,1,1,NA,1,5,2,NA,NA,2,1,NA,NA,NA,NA,NA,7,6,4,5,1,1,11,7,1,7,5,3,6,6,6,7,5,6,2,4,6,3,4,33,5,5,6,6,6,628de7e8ff1744a9717d7883,628de7e8ff1744a9717d7883,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,6.25,6.5,4.5,1
4/21/23 19:47,4/21/23 19:52,100,310,1,4/21/23 19:52,EN,1,2,NA,59,1,4,1,1,2,NA,NA,4,2,NA,NA,2,1,NA,NA,NA,NA,NA,5,5,3,4,2,2,10,7,1,7,2,5,6,4,4,5,4,7,1,1,1,1,1,75,5,5,5,4,5,5d32058c1f845b0016baaa65,5d32058c1f845b0016baaa65,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,4.75,5,3.5,2
4/21/23 19:47,4/21/23 19:54,100,415,1,4/21/23 19:54,EN,1,2,NA,36,1,2,1,1,1,NA,1,4,2,NA,NA,1,NA,NA,NA,NA,1,NA,4,4,5,4,2,2,41,5,1,6,7,4,2,3,2,3,5,6,2,1,1,1,1,90,6,6,5,4,4,63039dbefda87c47a91fec04,63039dbefda87c47a91fec04,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,2.5,4,4.5,2
4/21/23 19:48,4/21/23 19:55,100,426,1,4/21/23 19:55,EN,1,2,NA,56,2,5,1,1,1,NA,2,3,2,NA,NA,3,NA,NA,1,NA,NA,NA,2,3,2,2,1,1,29,3,2,5,4,3,5,6,5,6,2,4,1,1,1,1,1,61,3,3,2,2,2,63e51ed95836737acc031c11,63e51ed95836737acc031c11,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,5.5,2.5,2,1
4/21/23 19:54,4/21/23 19:57,100,174,1,4/21/23 19:57,EN,1,2,NA,38,2,5,1,1,1,NA,2,5,2,NA,NA,1,NA,NA,1,NA,NA,NA,6,5,7,7,1,1,1,7,1,7,7,5,4,5,5,6,7,7,1,1,1,1,1,93,7,7,7,7,7,63d7d63f02fe0c728604e529,63d7d63f02fe0c728604e529,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,5,5.5,7,1
4/21/23 19:54,4/21/23 19:58,100,227,1,4/21/23 19:58,EN,1,2,NA,35,3,5,1,1,2,NA,NA,6,2,NA,NA,2,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,50,4,2,4,4,4,1,1,1,1,4,4,4,4,4,4,4,50,4,4,4,4,4,5d62dd02d556f20015807921,5d62dd02d556f20015807921,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,1,4,4,4
4/21/23 20:02,4/21/23 20:07,100,298,1,4/21/23 20:07,EN,1,2,NA,20,2,3,1,1,1,NA,2,2,2,NA,NA,4,NA,NA,NA,NA,1,NA,5,6,5,6,6,6,50,6,2,5,4,4,2,5,2,4,4,4,4,4,4,4,4,62,4,4,4,4,4,610796f1301fccdca446af57,610796f1301fccdca446af57,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,3.25,5.5,5.5,6
4/21/23 19:32,4/21/23 20:08,100,2151,1,4/21/23 20:08,EN,1,2,NA,25,1,5,1,1,1,NA,2,2,2,NA,NA,3,NA,NA,1,NA,NA,NA,2,5,7,6,5,3,40,3,1,6,7,2,3,5,2,7,7,6,3,1,1,1,4,100,7,5,5,7,7,6418e61f3b8276ec30d33995,6418e61f3b8276ec30d33995,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,4.25,3.5,6.5,4
4/21/23 20:00,4/21/23 20:13,100,752,1,4/21/23 20:13,EN,0.800000012,2,NA,50,1,5,1,1,1,NA,2,6,1,NA,NA,7,1,NA,NA,NA,NA,NA,7,6,7,6,1,2,41,7,1,7,5,4,2,5,6,7,4,7,1,2,2,2,3,100,3,7,7,3,7,6435705ccb89074516ca078b,6435705ccb89074516ca078b,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,5,6.5,6.5,1.5
4/21/23 20:12,4/21/23 20:16,100,257,1,4/21/23 20:16,EN,0.899999976,2,NA,34,2,2,1,1,1,NA,1,7,3,NA,1,6,1,NA,NA,NA,NA,NA,6,5,4,3,2,2,28,7,1,7,5,2,5,7,7,7,4,6,2,1,3,1,2,60,6,6,5,3,6,59ed2107ae9f950001d848f6,59ed2107ae9f950001d848f6,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,6.5,5.5,3.5,2
4/21/23 20:12,4/21/23 20:17,100,311,1,4/21/23 20:17,EN,1,2,NA,39,1,6,1,1,1,NA,1,3,2,NA,NA,4,NA,NA,1,NA,NA,NA,6,7,7,7,6,7,96,7,3,2,7,5,1,5,5,5,6,6,6,6,6,4,6,100,6,7,7,7,7,63faeccd22c0d2a8f1b9759e,63faeccd22c0d2a8f1b9759e,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,4,6.5,7,6.5
4/21/23 20:16,4/21/23 20:19,100,172,1,4/21/23 20:19,EN,1,2,NA,45,1,3,1,1,1,NA,2,7,4,neutral,NA,4,NA,NA,NA,NA,1,NA,3,2,2,2,2,2,29,6,1,5,5,5,2,3,1,2,3,5,3,1,2,1,1,78,6,5,6,5,6,63d81d44b2884aa3332fa3aa,63d81d44b2884aa3332fa3aa,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,2,2.5,2,2
4/21/23 20:14,4/21/23 20:19,100,338,1,4/21/23 20:19,EN,1,2,NA,59,2,3,1,1,1,NA,2,6,3,NA,2,5,NA,NA,1,NA,NA,NA,4,5,4,5,2,2,81,7,1,6,3,4,2,3,2,5,7,5,2,1,1,1,2,81,5,7,6,4,6,64389bf557e6a621e6a857ca,64389bf557e6a621e6a857ca,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,3,4.5,4.5,2
4/21/23 20:01,4/21/23 20:28,100,1618,1,4/21/23 20:28,EN,1,2,NA,27,2,2,1,1,1,NA,2,4,4,Not applicable,NA,4,NA,NA,1,NA,NA,NA,7,7,5,5,3,3,60,6,4,6,4,6,2,2,2,2,4,6,3,5,7,1,3,79,7,7,7,7,7,5eeba783164680119f2e30c7,5eeba783164680119f2e30c7,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,2,7,5,3
4/21/23 20:27,4/21/23 20:30,100,163,1,4/21/23 20:30,EN,0.899999976,2,NA,22,2,5,1,1,1,NA,2,2,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,7,7,7,1,1,0,7,1,7,7,1,6,7,6,7,6,7,1,1,1,1,1,70,4,7,7,6,6,5df5bd13dd997b414b3fd5e1,5df5bd13dd997b414b3fd5e1,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,6.5,7,7,1
4/21/23 20:27,4/21/23 20:30,100,222,1,4/21/23 20:30,EN,1,2,NA,54,1,2,1,1,1,NA,2,7,2,NA,NA,6,NA,NA,NA,NA,1,NA,6,6,4,4,2,1,9,7,1,7,4,4,5,6,5,4,7,5,7,5,7,2,7,94,6,6,6,7,4,5c961ee66357fb0001ef4b4a,5c961ee66357fb0001ef4b4a,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,5,6,4,1.5
4/21/23 20:26,4/21/23 20:30,100,263,1,4/21/23 20:30,EN,1,2,NA,34,1,5,1,1,1,NA,2,3,3,NA,2,3,NA,NA,1,NA,NA,NA,4,5,4,6,2,2,20,7,1,7,7,2,1,1,2,6,7,5,2,1,1,1,2,100,6,5,6,5,6,640166824dafec09063f349a,640166824dafec09063f349a,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,2.5,4.5,5,2
4/21/23 20:22,4/21/23 20:36,100,807,1,4/21/23 20:36,EN,1,2,NA,53,1,2,1,1,2,NA,NA,6,2,NA,NA,4,1,NA,NA,NA,NA,NA,6,6,5,5,1,1,39,7,1,7,5,1,5,6,4,7,5,7,1,1,2,1,2,41,3,7,7,5,6,60e2492cefd43293dfa7d74a,60e2492cefd43293dfa7d74a,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,5.5,6,5,1
4/21/23 20:32,4/21/23 20:42,100,572,1,4/21/23 20:42,EN,1,2,NA,31,2,4,1,1,1,NA,2,4,2,NA,NA,3,NA,NA,1,NA,NA,NA,5,5,6,6,3,2,50,3,2,7,7,4,2,5,2,3,3,3,4,5,5,7,4,80,6,5,6,5,5,63f7a77c747a28d5fbcfede9,63f7a77c747a28d5fbcfede9,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,3,5,6,2.5
4/21/23 20:44,4/21/23 20:48,100,265,1,4/21/23 20:48,EN,0.899999976,2,NA,31,1,5,1,1,1,NA,2,5,1,NA,NA,5,1,NA,NA,NA,NA,NA,7,6,2,2,1,1,0,7,1,1,6,1,5,7,5,7,2,7,1,1,1,1,1,16,3,4,6,3,5,63d7b2bf8c384775818d4be0,63d7b2bf8c384775818d4be0,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,6,6.5,2,1
4/21/23 20:40,4/21/23 20:49,100,531,1,4/21/23 20:49,EN,0.800000012,2,NA,49,1,5,1,1,1,NA,1,6,1,NA,NA,7,NA,NA,NA,NA,1,NA,6,5,4,3,4,3,82,6,1,7,5,6,2,2,2,2,6,6,6,6,6,6,6,82,7,7,5,7,5,63cef7a6faef5bdf3066bb02,63cef7a6faef5bdf3066bb02,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,2,5.5,3.5,3.5
4/21/23 20:44,4/21/23 20:51,100,441,1,4/21/23 20:51,EN,1,2,NA,40,2,3,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,NA,NA,1,NA,2,3,5,4,7,5,72,5,1,3,5,4,2,3,1,3,5,2,6,3,3,4,5,73,6,5,6,5,6,63d41088860131e49a85cfac,63d41088860131e49a85cfac,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,2.25,2.5,4.5,6
4/21/23 20:41,4/21/23 20:52,100,693,1,4/21/23 20:52,EN,0.899999976,2,NA,25,1,2,1,1,1,NA,1,4,2,NA,NA,3,1,NA,NA,NA,NA,NA,7,7,1,1,1,1,10,6,1,7,4,2,6,6,6,6,2,7,1,1,1,4,1,80,6,6,6,3,3,5ae3a41d32ef52000131a531,5ae3a41d32ef52000131a531,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,6,7,1,1
4/21/23 20:54,4/21/23 20:56,100,121,1,4/21/23 20:56,EN,1,2,NA,26,1,2,1,1,2,NA,NA,7,3,NA,2,4,NA,NA,1,NA,NA,NA,3,4,3,4,3,4,50,5,1,7,7,5,3,3,3,3,7,7,4,4,4,2,4,100,6,5,5,6,6,5a95a63e4eecca0001dd4cfa,5a95a63e4eecca0001dd4cfa,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,3,3.5,3.5,3.5
4/21/23 20:59,4/21/23 21:01,100,119,1,4/21/23 21:01,EN,1,2,NA,36,2,3,1,1,1,NA,2,6,2,NA,NA,2,1,NA,NA,NA,NA,NA,6,6,4,4,1,1,17,4,1,6,6,3,4,4,2,4,6,7,1,1,1,1,1,93,6,6,6,6,6,5dd32178c5fa30341133264e,5dd32178c5fa30341133264e,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,3.5,6,4,1
4/21/23 20:50,4/21/23 21:02,100,688,1,4/21/23 21:02,EN,0.899999976,2,NA,39,1,5,1,1,1,NA,2,5,2,NA,NA,2,NA,NA,1,NA,NA,NA,5,3,4,3,6,5,60,7,1,7,7,5,2,1,2,3,7,6,4,1,5,1,4,100,7,6,7,7,7,60c12fe6ca8c4aa6d0185190,60c12fe6ca8c4aa6d0185190,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,2,4,3.5,5.5
4/21/23 20:57,4/21/23 21:05,100,485,1,4/21/23 21:05,EN,1,2,NA,53,2,5,1,1,1,NA,2,5,3,NA,2,4,NA,NA,NA,NA,1,NA,4,5,4,4,3,4,55,6,1,6,5,4,3,3,3,3,4,4,3,1,3,1,2,81,6,5,6,5,5,5fb3d71c3144730009fe4a7b,5fb3d71c3144730009fe4a7b,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,3,4.5,4,3.5
4/21/23 21:11,4/21/23 21:15,100,242,1,4/21/23 21:15,EN,1,2,NA,26,2,4,1,1,1,NA,1,7,3,NA,2,4,NA,NA,NA,NA,1,NA,4,5,4,5,4,5,87,2,2,5,5,7,1,1,1,1,7,7,7,7,7,7,7,80,7,7,7,7,7,63fcb3abff7248e2177ddb48,63fcb3abff7248e2177ddb48,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,1,4.5,4.5,4.5
4/21/23 21:14,4/21/23 21:21,100,415,1,4/21/23 21:21,EN,0.899999976,2,NA,48,1,5,1,1,3,NA,NA,7,2,NA,NA,1,NA,NA,1,NA,NA,NA,7,6,6,6,6,6,50,1,2,7,6,6,1,1,2,2,7,7,7,1,4,6,5,100,6,6,6,6,5,60e8b06bfb1c78d450ae9f79,60e8b06bfb1c78d450ae9f79,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,1.5,6.5,6,6
4/21/23 21:22,4/21/23 21:24,100,147,1,4/21/23 21:24,EN,1,2,NA,38,1,5,1,1,2,NA,NA,5,3,NA,2,4,1,NA,NA,NA,NA,NA,7,7,4,5,1,1,7,6,1,6,5,2,5,6,5,6,3,7,1,1,3,3,1,89,6,6,6,6,6,5c1053202b16ba0001c86317,5c1053202b16ba0001c86317,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,5.5,7,4.5,1
4/21/23 21:16,4/21/23 21:24,100,514,1,4/21/23 21:24,EN,1,2,NA,50,2,5,1,1,3,NA,NA,3,2,NA,NA,2,NA,NA,1,NA,NA,NA,6,6,7,7,3,3,30,7,1,6,7,3,5,5,5,7,7,6,3,1,3,1,4,100,7,6,6,7,7,641397a5ea8f5954ad10fceb,641397a5ea8f5954ad10fceb,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,5.5,6,7,3
4/21/23 21:22,4/21/23 21:25,100,143,1,4/21/23 21:25,EN,1,2,NA,32,1,5,1,1,1,NA,2,6,3,NA,2,1,1,NA,NA,NA,NA,NA,7,7,4,4,1,1,0,7,1,7,5,5,2,5,7,7,4,7,1,1,2,1,1,34,3,6,6,4,3,5d1aa9db716058001a060031,5d1aa9db716058001a060031,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,5.25,7,4,1
4/21/23 21:21,4/21/23 21:27,100,351,1,4/21/23 21:27,EN,1,2,NA,22,2,2,1,1,1,NA,2,7,2,NA,NA,4,NA,NA,NA,NA,1,NA,3,4,1,1,1,1,40,4,1,6,4,4,2,2,2,4,1,5,1,1,5,4,1,81,6,6,6,4,6,60ba659adf174228c4501e9e,60ba659adf174228c4501e9e,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,2.5,3.5,1,1
4/21/23 21:29,4/21/23 21:32,100,153,1,4/21/23 21:32,EN,0.899999976,2,NA,20,2,3,1,1,1,NA,2,4,1,NA,NA,5,NA,NA,NA,NA,1,NA,3,2,3,5,4,3,31,5,1,5,5,6,3,5,1,4,5,7,3,3,3,1,1,47,5,5,2,3,6,63f8b3967c2e7bd04e14a0e5,63f8b3967c2e7bd04e14a0e5,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,3.25,2.5,4,3.5
4/21/23 21:38,4/21/23 21:41,100,186,1,4/21/23 21:41,EN,1,2,NA,29,1,5,1,1,1,NA,1,2,3,NA,2,4,1,NA,NA,NA,NA,NA,7,7,6,6,1,1,0,7,1,7,6,2,7,7,7,7,7,7,1,1,1,1,1,100,7,7,7,7,7,6413de0353631390e72a4790,6413de0353631390e72a4790,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,7,7,6,1
4/21/23 21:36,4/21/23 21:41,100,320,1,4/21/23 21:41,EN,1,2,NA,34,2,6,1,1,1,NA,1,5,2,NA,NA,4,NA,NA,1,NA,NA,NA,1,4,7,6,1,4,30,4,2,4,7,2,4,5,4,5,7,3,3,1,1,1,2,50,2,4,5,6,5,615e2e8dd0ed49b725398dc0,615e2e8dd0ed49b725398dc0,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,4.5,2.5,6.5,2.5
4/21/23 21:37,4/21/23 21:44,100,465,1,4/21/23 21:44,EN,1,2,NA,50,1,5,1,1,2,NA,NA,6,2,NA,NA,2,NA,NA,NA,NA,1,NA,5,6,4,4,2,6,14,3,2,3,3,4,4,5,6,5,7,7,7,6,6,6,6,100,6,4,6,5,5,642d964d8bab7323494e3570,642d964d8bab7323494e3570,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Condition3:Economy(Control) ,Control,5,5.5,4,4
4/21/23 21:40,4/21/23 21:45,100,330,1,4/21/23 21:45,EN,1,2,NA,47,1,5,1,1,1,NA,1,1,2,NA,NA,7,NA,NA,4,1,NA,NA,6,7,7,7,7,7,60,7,2,7,7,7,1,4,1,4,7,7,4,4,4,4,4,80,7,4,6,7,7,6272919c35ab7659d0754c07,6272919c35ab7659d0754c07,Condition2:ChristianBias,Condition2:ChristianBias,Condition2:ChristianBias,Anti-Christian,2.5,6.5,7,7
4/21/23 21:44,4/21/23 21:47,100,152,1,4/21/23 21:47,EN,1,2,NA,23,2,3,1,1,1,NA,2,4,3,NA,2,4,1,NA,NA,NA,NA,NA,6,5,4,4,1,2,9,7,1,7,5,2,2,5,2,6,4,7,1,1,3,1,1,52,4,6,7,4,4,5e6d9c5f076d2c3654541543,5e6d9c5f076d2c3654541543,Condition1:WhiteBias,Condition1:WhiteBias,Condition1:WhiteBias,Anti-White,3.75,5.5,4,1.5
